Date,TweetURL,User,Source,Location,Text,Translated Text
2022-12-22 06:57:53+00:00,https://twitter.com/_amirulanwar/status/1605819901351841792,_amirulanwar,Twitter for iPhone,,@nuraneedaizzati @aaimiemaissarah Aduuu kamon ah orang celcom/digi!!! Rakyat susah tiada line niii,@nuraneedaizzati @aaimiemaissarah Oh how are you celcom/digi people!!! It's hard for people not to have a line like this
2022-12-21 09:18:08+00:00,https://twitter.com/Sayangkucing12/status/1605492808114049025,Sayangkucing12,Twitter for Android,,@Celcom okay terima kasih untuk maklum balas. buat masa sekarang line masih tak okay tiada bar langsung untuk celcom disini. harap akan okay sikit malam ni 😓,"@Celcom okay thanks for the feedback. for now, the line is still not okay, there is no direct bar for celcom here. I hope it will be okay tonight 😓"
2022-12-06 05:39:14+00:00,https://twitter.com/LEOSQUEEN2020/status/1600001901898387456,LEOSQUEEN2020,Twitter for Android,,"@vivyxoxoW Aka hang buat fitnah kalau tiada news link. Gua sekarang dah moden,  boleh guna line Celcom/satellite phone.","@vivyxoxoW Aka hang to slander if there is no news link. My cave is now modern, you can use a Celcom/satellite phone line."
2022-12-05 13:13:35+00:00,https://twitter.com/sakuransandesu/status/1599753855465844737,sakuransandesu,Twitter for iPhone,Kuala Lumpur Federal Territory,@Celcom Masih tiada line,@Celcom Still no line
2022-12-01 14:10:17+00:00,https://twitter.com/miieerraaww/status/1598318573273112577,miieerraaww,Twitter for iPhone,JHB,Celcom ni mmg boleh pergi mamps je laa. Sabtu ni aku nak tukar line! Punya la setia bertahun aku pakai makin hari makin menyakit kan hati elok berpindah je la ke plan lain. Lagi bagus. Setia yg tiada guna ya,"Celcom can just go to Mamps. This Saturday I want to change the line! It's been loyal for years, I've been using it more and more every day, it's hurting my heart, it's better to switch to another plan. Better. Loyal that is useless"
2022-11-30 14:24:56+00:00,https://twitter.com/haneudye/status/1597959872389484547,haneudye,Twitter for Android,"Kuching, Sarawak",@Celcom Dah berapa kali buat adunan dkt app report still tiada perubahan....sia sia jak naga tiang megare...... rumah depan tiang pun line pun selow gini Malaysia mok maju,@Celcom How many times have you made the mixture with the app report still no change....it's a waste of time like the dragon pole of the Megare......the house in front of the pole even the line is as low as this Malaysia is moving forward
2022-11-09 02:25:27+00:00,https://twitter.com/Bob15344219/status/1590168662534938624,Bob15344219,Twitter for Android,,@mkini_bm kenapa celcom tiada line.,@mkini_bm why does celcom have no line.
2022-11-06 14:57:29+00:00,https://twitter.com/l0n3ly_women/status/1589270754184822789,l0n3ly_women,Twitter for Android,,"@Celcom hi celcom, ada masalah teknikal lg ke di Jln KP 1/6. Semalam dah problem dari 11.00 pg - 7.11 mlm. Hari ini pun sama. Pukul 8.00 mlm tiada line. Dua kali call nak berckp dengan team teknikal busy. Please, take action regarding this matter.","@Celcom hi celcom, there is another technical problem at Jln KP 1/6. Yesterday there was a problem from 11.00 am - 7.11 pm. Today is the same. At 8.00 pm there is no line. I called twice to contact the busy technical team. Please, take action regarding this matter."
2022-10-25 07:19:08+00:00,https://twitter.com/0302yes/status/1584806750796263429,0302yes,Twitter Web App,On Earth..=),@Celcom sudah whatsapp... lepas dah ambil no phone.. terus hang macam tiada penyelesaian... nak send gambar kerja thru whatsapp pon x lepas ni.. apa line celcom ni?,"@Celcom already on whatsapp... after taking the phone number.. it keeps hanging like there's no solution... I want to send a work picture via whatsapp, so don't do this.. what's the celcom line?"
2022-10-24 03:05:25+00:00,https://twitter.com/yedambear/status/1584380515729428483,yedambear,Twitter for Android,,"@Celcom Salam celcom saya dah dua hari tiada line ni kat SHAH ALAM seksyen 7. Whatsapp call semua tak boleh, nak buat kerja semua x dpt. Minta tolong respond anda ya dan simcard tak bermasalah pun dah check.","@Celcom Hello celcom, I've had no line for two days in SHAH ALAM section 7. Whatsapp calls are not possible, I can't do all the work. Ask for your response yes and the simcard is not a problem, I have checked."
2022-10-23 16:24:24+00:00,https://twitter.com/LemanStark/status/1584219197759926272,LemanStark,Twitter for iPhone,Gua ,"Ini saya tak cerita isu telekomunikasi yang haram takde line. Rasa bayar @Celcom for free je. Mobile data haprak takde. 

Mana pegi janji2 @AnnuarMusa ?

Apa guna bagi taraf Bandar pada Puncak Alam kalau dua bende asas ni pun tiada @mpkselangor","I am not talking about the issue of illegal telecommunications without line. Just pay @Celcom for free. Mobile data is not available.

Where are you going @AnnuarMusa?

What is the use of the city level at Puncak Alam if these two basic items are not available @mpkselangor"
2022-10-11 06:10:29+00:00,https://twitter.com/KasmahTen/status/1579716045132398593,KasmahTen,Twitter for iPhone,"Tawau, Sabah [VIPsince2011]",Memang pihak celcom ni tiada niat kah mau perbaiki line internet sesetengah area balung cocos ni??? Dah hampir setahun oiiii 🤦🏻,Is it true that celcom has no intention of fixing the internet line in some areas of the cocos bone??? It's been almost a year oiiii 🤦🏻
2022-10-09 11:50:24+00:00,https://twitter.com/88Yeon88/status/1579076810222211072,88Yeon88,Twitter for Android,"Sepang, Selangor",@501Awani Line Celcom paling kelaut. Teruk amat. Banyak kali buat aduan pun macam tak endah dan tiada perubahan. Truly Malaysia.,@501Awani Celcom Line is the worst. Very bad. Many times I made a complaint as if it was nothing and there was no change. Truly Malaysia.
2022-10-06 11:54:57+00:00,https://twitter.com/miscssan/status/1577990792727080961,miscssan,Twitter for Android,"Sabah, Malaysia/ North Borneo","Ya Tuhan. Apa bah masalah line Celcom ni?! Semoga tidak tenang hidup pengusaha Celcom makan duit haram offer servis, orang bayar tapi servis tiada.","Oh God. What's wrong with this Celcom line?! Hopefully the life of Celcom entrepreneurs will not be peaceful, eating illegal money offering services, people pay but there is no service."
2022-09-19 18:08:07+00:00,https://twitter.com/najihaisazali_/status/1571924109172559872,najihaisazali_,Twitter for iPhone,,"currently;
celcom postpaid - RM50, 20GB (line sendu)
hotlink prepaid - RM35, Unlimited (line cantik)

yg celcom tu boleh ke nak tukar jd prepaid? rasa tak berbaloi betul. sbb jarang guna, tp kalau guna pun tiada guna nya hm line hampeh gila","currently;
celcom postpaid - RM50, 20GB (sendu line)
hotlink prepaid - RM35, Unlimited (beautiful line)

can the celcom one change to prepaid? I don't think it's worth it. because I rarely use it, but even if I use it, it's useless, hm line, it's crazy"
2022-09-19 15:56:13+00:00,https://twitter.com/CtNoorFatiah/status/1571890917224873985,CtNoorFatiah,Twitter for iPhone,Kuala Lumpur City,"@YCA601 @JatIkhwan satu pilihan berbaloi lagi Yodooo. Guna line celcom.

 kelebihan blh ""custom"" data ikut keperluan kegunaan kita.. Nk jenis mana @ nk berapa gb.. 

Biasa rm50.. unlimited tanpa FUP. Saya biasa guna lebih 100gb sebulan😅. 6mbps

Kekurangan ""tiada unlimited call""","@YCA601 @JatIkhwan a worthwhile choice again Yodooo. Use celcom line.

 the advantage of being able to ""customize"" the data according to our usage needs.. What type @ how many gb..

Normal rm50.. unlimited without FUP. I usually use more than 100gb per month😅. 6mbps

Lack of ""no unlimited calls"""
2022-09-16 07:42:35+00:00,https://twitter.com/raffafax/status/1570679526249893889,raffafax,Twitter for iPhone,Malaysia,@Celcom Untuk apa network checker…memang tiada line EDGE,@Celcom What is the network checker for... there is no EDGE line
2022-09-12 01:04:29+00:00,https://twitter.com/aaron_osmo/status/1569129788492881920,aaron_osmo,Twitter for Android,"Sabah, Malaysia","It's time to say goodbye Celcom. Line teruk, full bar 4G macam tiada function walaupun dekat bandar. Refresh, flight mode bagai masih sama. Memang teruk lah bah. 

@Celcom @CelcomBlueCube","It's time to say goodbye Celcom. Bad line, full bar 4G seems to have no function even near the city. Refresh, flight mode is still the same. It's really bad.

@Celcom @CelcomBlueCube"
2022-09-04 04:46:36+00:00,https://twitter.com/AsyrafSapiee/status/1566286582671618048,AsyrafSapiee,Twitter for iPhone,,@Celcom kenapa kawasan ni..line internet ok tetapi untuk incoming call n outgoing call tiada coverage..sukar jika ada hal kecemasan untuk buat panggilan.. @McmcReact https://t.co/FP4Rf3rqjM,@Celcom why is this area.. the internet line is ok but there is no coverage for incoming calls and outgoing calls.. it is difficult if there is an emergency to make a call.. @McmcReact https://t.co/FP4Rf3rqjM
2022-08-17 07:24:39+00:00,https://twitter.com/hawasshii/status/1559803378292510720,hawasshii,Twitter for Android,+60,"@Celcom Kenapa dari tadi takde line langsung ye kat Hulu Langat ni? Bila check coverage dia kata tiada masalah tapi langsung takde line kat sini. Dah tukar² airplane mode &amp; restart phone dah, sama je.","@Celcom Why is there no direct line at Hulu Langat? When he checked the coverage he said there was no problem but there was no line here. Changed the airplane mode & restarted the phone, it's the same."
2022-08-10 07:23:19+00:00,https://twitter.com/sia_lee_foo/status/1557266327143714817,sia_lee_foo,Twitter for iPhone,Kuala Lumpur City,"Menyesal menggunakan @Celcom sudah lah tiada penghargaan pada pengguna lama.. line macam siput babi ..internet langsung x boleh pakai. Adios @Celcom 
#celcomproblem #celcom","Regret using @Celcom, there is no appreciation for old users.. the line is like a pig snail.. direct internet can't be used. Adios @Celcom
#celcomproblem #celcom"
2022-08-04 14:22:03+00:00,https://twitter.com/shafryana96/status/1555197375270252546,shafryana96,Twitter for iPhone,"Kota Kinabalu, Sabah","@Maxis lasttt kau buat hal , mmg ak tukar pigi celcom balik2 tiada line palinng lastt !!","@Maxis lasttt you did something, I even changed the celcom piggies back and there was no line at all last!!"
2022-08-03 17:45:43+00:00,https://twitter.com/amaslinfadzli/status/1554886245209108481,amaslinfadzli,Twitter for Android,,KENAPA TIBA2 TIADA ELEKTRIK DAN LINE CELCOM HABIS LANGSUNG TAKDEEE NIIIII WOIIII,WHY IS THERE NO ELECTRICITY AND THE CELCOM LINE IS RUNNING OUT IMMEDIATELY NIIIIII WOIIIIII
2022-07-20 01:35:55+00:00,https://twitter.com/natsume142/status/1549568753809047552,natsume142,Twitter for iPhone,"Selangor, Malaysia","@unitymy19 Zaman saya duduk sana tahun 2013 gitu.. line tak power cm sekarang. Saya guna 2 telco, maxis and celcom.. dedua slow, complaint pon tiada improvement. Nak buat assignment pergi library. Jln area depan laut, seram.. kalau bukan nmpk hantu, kena kejar babi atau monyet","@unitymy19 When I was sitting there in 2013.. the line doesn't power cm now. I use 2 telcos, maxis and celcom.. both are slow, there is no improvement in complaints. I want to do an assignment and go to the library. The street in front of the sea, scary.. if you don't see ghosts, you have to chase pigs or monkeys"
2022-07-11 01:27:08+00:00,https://twitter.com/zzwann/status/1546305051982905344,zzwann,Twitter for Android,"Kota Kinabalu, Sabah",penat la dgn line @digitelco @Celcom @TuneTalk ni. buat report sama jak ayat yg digunakan. penyelesaian tiada. sudhla zaman now byk beno guna internet kerja. majikan jenis tak percaya dgn line ke laut ni. tiada alasan tiada line. pergh. terperangkap weh. haish.,"tired of this @digitelco @Celcom @TuneTalk line. make the same report as the sentence used. no solution. Nowadays, many people use the internet for work. employers don't believe in this line to the sea. no reason no line go trapped. haish."
2022-07-10 09:23:00+00:00,https://twitter.com/audreyrantau/status/1546062421705781248,audreyrantau,Twitter for iPhone,"Sabah, Malaysia.",@mchorror @Celcom Di Penampang pun tiada line @Celcom . Terpaksa tether line @digitelco,@mchorror @Celcom Even in Penampang there is no line @Celcom. Had to tether line @digitelco
2022-07-09 02:19:09+00:00,https://twitter.com/RahyzSuadriaf/status/1545593367744380928,RahyzSuadriaf,Twitter for Android,Sandakan,"@Celcom tiada coverage dr jam7pagi d kawasan batu putih,batu 7,sandakan,sabah..bila nak ada line ni?","@Celcom there is no coverage from 7am in Batu Putih, Batu 7, Sandankan, Sabah.. when do you want to have this line?"
2022-07-07 22:36:37+00:00,https://twitter.com/ana_izumisanusi/status/1545174977368170496,ana_izumisanusi,Twitter for Android,Malaysia,"Tak tahu lah duduk dlm rumah sewa ke, dlam gua ni.
Line teruk ya ampuuuuuunnnn~
The only time dpt line masa dkat tmpat posting dkat Ipoh.
Dh komplen 2X dkat celcom, tapi jwpan menyedihkan. 
""Kwsan mmg congested dgn user, tpi tiada perancngan utk upgrade""
Sedihhh~~","I don't know if I'm sitting in a rented house, in this cave.
The line is bad, ampuuuuuunnn~
The only time you can line the time at the posting place in Ipoh.
I complained twice to Celcom, but the answer was pathetic.
""Kwasan is really congested with users, but there are no plans to upgrade""
Sad~~"
2022-07-02 05:52:57+00:00,https://twitter.com/SayYas75/status/1543110456830992384,SayYas75,Twitter for Android,,"@celcom skrg pukul 8:14 a.m. line coverage tiada langsung signal di Kg Kuala Lumagar Bongawa, Sabah. Sy tidak tau pukul berapa tweet ini akan dpt di send. Sila ambil tindakan baiki.","@celcom now at 8:14 a.m. line coverage, no signal at Kg Kuala Lumagar Bongawa, Sabah. I don't know what time this tweet will be sent. Please take corrective action."
2022-06-30 12:03:14+00:00,https://twitter.com/ikhwan_azahari/status/1542478867960500224,ikhwan_azahari,Twitter for Android,"Shah Alam, Selangor",@Celcom haii. Kenapa line celcom area Puncak Perdana tiada langsung ya? https://t.co/vMyyOGMHrQ,@Celcom hi. Why is there no celcom line in the Puncak Perdana area at all? https://t.co/vMyyOGMHrQ
2022-06-22 03:14:09+00:00,https://twitter.com/KepalaGaru/status/1539446615031029761,KepalaGaru,Twitter for iPhone,,@Celcom saya nak buat aduan. Line celcom di hospital tuanku jaafar seremban sangat memalukan!! Line 4G hanya dua bar diluar dan kadang2  tiada signal lgsung di dalam bangunan. Bayar mahal2 tapi tempat2 penting pon tak boleh provide standard servis. Tolong selesaikan!,@Celcom I want to file a complaint. The celcom line at Tuanku Jaafar's hospital is very embarrassing!! The 4G line is only two bars outside and sometimes there is no direct signal inside the building. Pay expensively but important places can't provide standard service. Please solve it!
2022-06-21 14:36:42+00:00,https://twitter.com/BugsssBunnny/status/1539255997365391360,BugsssBunnny,Twitter for Android,"Vladivostok, Ulu Yam",Saya lihat ramai pengguna twitter Korea suka pakai @Celcom tapi depa semua cakap Melayu saya pun suka pakai Celcom tetapi kebelakangan ini selalu tiada line macam hanat.,"I see many Korean twitter users like to use @Celcom but since everyone speaks Malay, I also like to use Celcom but lately there is always no line like hanat."
2022-06-21 01:26:30+00:00,https://twitter.com/xwxwgoddess/status/1539057135379632128,xwxwgoddess,Twitter for iPhone,📍BKI || Sabahan 🇲🇾,@Celcom Tapi area kami di Taman Luyang selalu ‘E’ internet line bar pun hanya 1 saja..2 kli suda complain celcom di cakap xda apa2 masalah tetapi line tetap suck! Bangunan tinggi2 dekat area sy pun tiada jga sedangkan tempat area kmi tinggal Taman perumahan..,"@Celcom But our area in Taman Luyang is always 'E' and the internet line bar is only 1.. 2 times I have complained to Celcom, they said there is no problem but the line still suck! There are no tall buildings near my area either, while the area where we live is a housing estate.."
2022-06-18 11:50:29+00:00,https://twitter.com/kamarularnizam/status/1538127005245329409,kamarularnizam,Twitter for Android,"Tambunan, Sabah","@PiduyyYuhuu Sure will follback, yes betul tiada line sini (digi, celcom, maxis, etx). Bergantung dengan wifi sekolah saja (wifi tembak satelit). Speed tersangat slow, kadang hantar msg wssp pun xdapat 🥲","@PiduyyYuhuu Sure will follback, yes it's true there is no line here (digi, celcom, maxis, etc). Depending on the school's wifi only (satellite shooting wifi). The speed is very slow, sometimes I can't even send wssp messages 🥲"
2022-06-16 12:14:19+00:00,https://twitter.com/zeir90/status/1537408226991349761,zeir90,Twitter for Android,Selangor ,"@Celcom Tolong tinjau lokasi kepulauan bahagian Semporna,,, langsung tiada signal line celcom,,,","@Celcom Please check the location of the Semporna part of the archipelago,,, there is no celcom line signal at all,,,"
2022-06-04 00:20:25+00:00,https://twitter.com/fran7273/status/1532879911937261568,fran7273,Twitter for iPhone,"Tuaran, Sabah",@mkini_bm Taman Lemawang cuma lebih kurang 6 KM dari pekan Tuaran tapi tiada line kesemua telco yang saya guna seolah-olah ia berada di planet lain. #celcom #digitelco,@mkini_bm Taman Lemawang is only about 6 KM from Tuaran town but all the telcos I use have no line as if they are on another planet. #celcom #digitalco
2022-05-04 07:33:33+00:00,https://twitter.com/SanjeevanSS/status/1521754888937500672,SanjeevanSS,Twitter for Android,"Selangor, Malaysia",Memang teruk giler line @Celcom.....bnyk kali dh adu pada KKMM tapi tiada tindakan. @AnnuarMusa,It's really bad that @Celcom's line is messed up..... I have complained to KKMM many times but no action has been taken. @AnnuarMusa
2022-05-03 10:38:17+00:00,https://twitter.com/schizoBS/status/1521438994558783488,schizoBS,Twitter for iPhone,Malaysia,"Nk guna MAXIS zerolution pon, masalah line tiada langsung kawasan ni. Kalau x lama dh aku tukar ke telco lain. Tukar ke celcom la dulu dalam masa terdekat ni. Kebetulan semua family ada ni, kena pergi direct di mana2 branch mereka utk settle","If you want to use MAXIS zerolution, there is no line problem in this area. If it doesn't take long, I'll switch to another telco. Switch to celcom first in the near future. Coincidentally, all the families have this, you have to go directly to their branches to settle"
2022-04-18 11:12:57+00:00,https://twitter.com/nanijarkasi/status/1516011900362174467,nanijarkasi,Twitter for Android,,@Celcom Kenapa tiada line?,@Celcom Why is there no line?
2022-04-11 14:51:14+00:00,https://twitter.com/KasmahTen/status/1513530117884383234,KasmahTen,Twitter for iPhone,"Tawau, Sabah [VIPsince2011]",Adoiiii @Celcom dah hampir 2 bulan ni area balung line internet slow.. dah berkali buat aduan masih juga tiada perubahan...,Adoiiii @Celcom it's been almost 2 months now that the internet line area is slow.. I've complained many times and there's still no change...
2022-04-09 08:45:35+00:00,https://twitter.com/hanazira_kim/status/1512713323061874694,hanazira_kim,Twitter for iPhone,"🇲🇾NamJin, WooWoo, Tyun","@Celcom Hello, area taman kasih sg sekamat kajang, memang taknak improve ke? Line langsung tak boleh. Kena pakai unifi, orang nak call pun tak boleh, line langsung tiada. Menyusahkan.","@Celcom Hello, the area of ​​the love garden is the same as the old one, don't you really want to improve? Direct line is not possible. Have to use unifi, people can't even call, there is no line at all. Troublesome."
2022-04-07 13:59:18+00:00,https://twitter.com/koisora19/status/1512067495993102340,koisora19,Twitter for Android,Here,"Hi @Celcom, coverage di Sandakan dlm dua hari ni sangat slow dan hampir tiada line. Apa problem ya?","Hi @Celcom, the coverage in Sandakan in these two days is very slow and there is almost no line. What's the problem?"
2022-04-07 04:59:10+00:00,https://twitter.com/beteeahmad/status/1511931566586740736,beteeahmad,Twitter for iPhone,bki,apaa masalah celcom tiada line nie dari semalam ? @Celcom,what's the problem with celcom no line since yesterday? @Celcom
2022-04-05 14:34:23+00:00,https://twitter.com/kaiharith/status/1511351548588310537,kaiharith,Twitter for Android,,@Celcom memang tiada line ke malam ni?,@Celcom really no line until tonight?
2022-04-04 21:33:47+00:00,https://twitter.com/YuzYussof/status/1511094708273283073,YuzYussof,Twitter for Android,Wilayah Persekutuan Labuan,Apa masalah #celcom tiada line pagi2 buta ni !? Luckily unifi abg aku tembus ke rumah kami,What's the problem with #celcom no line this morning!? Luckily my brother's unifi penetrated to our house
2022-03-17 12:50:17+00:00,https://twitter.com/MuhdAfiqFiqq/status/1504439980969500672,MuhdAfiqFiqq,Twitter for Android,"Johore, Malaysia","Wahai @Celcom, tolonglah perbaiki line di area rumah saya. Dri dulu sampai sekarang tiada improvement. Hmm, tukar telco lah mcmni","Hey @Celcom, please fix the line in my home area. From then until now there has been no improvement. Hmm, change the telco like this"
2022-03-14 04:23:02+00:00,https://twitter.com/miqdad_miq/status/1503225166502846464,miqdad_miq,Twitter for iPhone,"Kuantan, Pahang",Penyeksaan tiada line celcom sudah berakhir 😂,The torture of no celcom line is over 😂
2022-03-09 14:45:25+00:00,https://twitter.com/syaiful_rex/status/1501569853085609992,syaiful_rex,Twitter for Android,Makkah Al Mukarrama,"Butuh digi
Butuh celcom
Sama dgn maxis
Kadang E kadang Roaming
Kadang semua tiada

Kadang kadang tiada line
Tiada line kadang²

Kadang² tiada 4g
Semua tiada kadang²https://t.co/wTYIVWFCFy","Need digi
Need cellcom
Same as maxis
Sometimes E sometimes Roaming
Sometimes everything is gone

Sometimes there is no line
There is no line sometimes

Sometimes there is no 4g
Everything is gone sometimes²https://t.co/wTYIVWFCFy"
2022-02-28 23:10:57+00:00,https://twitter.com/ikmlx/status/1498435582821036033,ikmlx,Twitter for Android,someone's heart,@ciklaen @mzulfiqor @baabaaer starlink ni sesuai untuk kawasan luar bandar tiada line je kak. Harga pun lagi mahal dari unifi atau celcom. Sabah sarawak sana sangat sesuai.,"@ciklaen @mzulfiqor @baabaaer this starlink is suitable for rural areas, there is no line, bro. The price is more expensive than unifi or celcom. Sabah Sarawak is very suitable there."
2022-02-24 22:08:30+00:00,https://twitter.com/mirajunior57/status/1496970317276737552,mirajunior57,Twitter for iPhone,BKI//Sabah ,last lh budu gaya celcom ni smlm tiada line tiba2,The last thing is this celcom style budu before there is no line
2022-02-14 23:45:27+00:00,https://twitter.com/KasmahTen/status/1493370834722824194,KasmahTen,Twitter for Android,"Tawau, Sabah [VIPsince2011]","Seharian tiada line.. 6 biji HP dirumah ni semua pengguna celcom, semua line bar kena pangka 😪😪","No line all day long.. 6 cellphones at home, all celcom users, all line bars are blocked 😪😪"
