Date,User,Location,Text
2023-01-12 12:51:20+00:00,mevius_m_,Malaysia,"@ShoibZahari @anwaribrahim @CelcomBlueCube @Maxis Maxis, celcom, digi, Umobile and unifi all have no substations but conspired with MCMC to cheat customers of spending money. 4 years 80K, e-wallet 400K all had to be stolen and exchanged, what line is this a criminal case."
2023-01-06 12:50:24+00:00,ydexlimx,"Ampang, Wilayah Persekutuan Ku",I have no Digi line since last evening. Unifi has a new line. hammer
2023-01-04 14:04:10+00:00,TTAR24,,"@fahmi_fadzil Sir please investigate this telco Celcom. Since the merger with Digi, the line has become slower. Sometimes close to home no services directly. There are many reports of the same thing. Please people pay dearly 😤"
2023-01-02 14:37:21+00:00,ArifFikri_,,"@fahmi_fadzil @MCMC_RASMI YB Minister @fahmi_fadzil It's not just this area, even my house in this city area doesn't have a line @MaxisListens / celcom/ all the networks don't say it's expensive to install a substation tower. I / the resident call here use whatsapp call ok, normal call is illegal. Hopefully can solve"
2023-01-02 13:57:10+00:00,idhmsays,Malaysia,Line digi nauzubillah yer. What's wrong with you? Pay for it. I want to start dating at the beginning of this year
2022-12-31 06:27:42+00:00,NErmengild,,"The first digi picture that made me ""GOOD WOW? I CAN DRAW THIS GOOD?"" The thing is, the result is that good 😭 I was surprised because the result is so beautiful even though Erika is really beautiful huhuhu I feel proud https://t.co/slFlXc2KQx"
2022-12-25 13:15:57+00:00,usedtokn0w,"Selangor, Malaysia","Paying the digi bill every month is insanely expensive. Amek plans are expensive, they say they want unlimited internet, but the digi line is so crazy that the area can't get it."
2022-12-22 06:57:53+00:00,_amirulanwar,,@nuraneedaizzati @aaimiemaissarah Oh how are you celcom/digi people!!! It's hard for people not to have a line like this
2022-12-21 12:42:35+00:00,CashzinePromot1,,"@fahmi_fadzil In my village there is a problem with the DIGI line @digitelco. The line suddenly disappeared from 4g and went blank with an x ​​mark. Every day, every hour happens. I have reported to digi since the middle of the year but no change still the same.

Location: Kampung Plancangan Klias, Beaufort, Sabah"
2022-12-18 10:48:42+00:00,forjenolee,,@MaxisListens why is the line slow? digi used to never do things always fast even if the prices are expensive. I'm tired of your poor service
2022-12-18 10:23:22+00:00,miyakooo21,,@digitelco indeed now the digi line is broken eh.. 4 days ago I made a report to the customer service and there is no change..
2022-12-15 18:45:06+00:00,syeraro,"Kedah, Malaysia","@FirdausAzil RM20/month Digi Next 20 provided that the home/office has wifi. Get extra topup for example topup RM30 get extra RM3. Then occasionally give free internet too. Have used Maxis, tip top coverage but expensive internet. Also, I've used U Mobile, it was okay at the beginning 👎🏼"
2022-12-15 10:30:41+00:00,OniDelnaja,"Kuala Lumpur, Malaysia","Rm130 for digi (1 main line + 3 sub lines)
Rm160 for maxis fiber 300mbps (old plan is expensive from new subscribers)."
2022-12-15 06:12:56+00:00,datukhensem,Kingdom of Headhunters,The Digi line is not good in KL
2022-12-14 14:43:28+00:00,mrdrllr,"Selangor, Malaysia","Tonight, #digi has a full line in the house before this 1 bar, this must be because the merger of #celcomdigi is good! Because those who use #celcom in this house are indeed fullbar. Only if digi gives 5G to prepaid users, it's better!"
2022-12-13 11:12:43+00:00,johariszulkiply,Kuching Kuala Lumpur,Stress. What is the best telco in Ipoh? Bad now line. Maxis=Digi sam ajer. Tired of switching telcos
2022-12-10 01:46:30+00:00,ziera_nr,"LBU,Malaysia","it's already two weeks before the due date, the quota is over.. only 300gb per month.. if digi has a line here, it's illegal for me to use the home fiber here.. I'm disappointed because it's expensive to pay but there's no advantage.. I have a contract for another 2 YEARS. .cont.."
2022-12-09 04:29:14+00:00,lqmnrmli,Melaka,"Celcom's coverage is good, but the stability is incomparable to digi. Celcom blinks full bar, blinks down. Digi if the coverage is okay, not a full bar, go down one."
2022-12-08 06:40:00+00:00,Chutaiti,,@davonlarssonn The Digi line at my house is not good sir. We hope you will pay attention
2022-12-07 01:02:25+00:00,ewlryshaa,,"i work at digi center, okay let me explain okay what are the benefits of using postpaid, u can redeem new phone every year. more latest phones, but the bill is really expensive haish!! 😭😂 it's a good thing to take postpaid, it's easy to take iPhone, or the latest phone2"
2022-12-06 15:10:26+00:00,EryNazrii,Johor Darul Takzim. MY,"Celcom has the internet now like I heard @celcom joined digi to become the biggest telco company near Malaysia. But with internet like this, it's better to plug the line pole in the jubor. Pay a lot of money to go up a bar. Fuck"
2022-12-06 14:19:04+00:00,FizFaiez,"Petaling Jaya, Selangor","I used to use Infinite Digi Postpaid when I was a master. Indeed, his data is unlimited. But there is a speed cap 😭

You can't even stream movies. Now digi offers to return this Infinite, like tempted. Once you see his speed is 6mbps, it's okay. I am willing to pay a little more as long as the line is fast"
2022-12-06 08:52:59+00:00,wheilnaaqma,,"@chutcomel hehe I use Digi RM35 per month unlimited call and internet. I use wifi at home, so I don't think it's worth it to subscribe to expensive prepaid. usually those who use postpaid because they bought a phone with a telco line."
2022-12-05 13:27:45+00:00,sitianisahjagi,,"Please suggest a good wifi for the ground floor apartment house. Been searching for a good wifi but maxis & digi also fail 🥹 when checking coverage, the reason at home wifi line is not okay because there is no board to install wifi. I don't even understand 🥹"
2022-12-04 13:44:47+00:00,wxni_,,digi and there is no separation coverage problem. the report doesn't work
2022-12-02 11:11:45+00:00,juanaze3,NAZ 💕,May the coverage be good! Be loyal to Digi because it's cheap 🥹
2022-12-02 09:21:05+00:00,f_aghah,,"fuhhh I changed from celcom to digi because the celcom line here is easy but expensive. if the plan is digi, I always subscribe to increase the price, USE THE PUBLIC FON, JUST LEAVE IT"
2022-12-01 08:55:58+00:00,Soundtrepreneur,192.168.0.1,Actually the Cel-Gi Di-Com merger is also good because it finally has a superior advantage to Maxis... Digi has been powering near urban and certain areas while Celcom is in Borneo. A good time to actually migrate
2022-11-30 12:24:22+00:00,Swantaee,Taekook!,"YTC is also not good for digi points in KR, this is the Korean awards that are prioritized, sono kcharts. even if there is something to be loved, KArmys, they don't give the best for YTC"
2022-11-28 05:54:34+00:00,NavendranP,,"do you know

(1) This Tonewow SIM card uses Digi coverage. Where there is a Digi line, that's where the ToneWow SIM card can be used.

(2) The internet speed is the fastest 4G+ and there is no speed restriction. Villagers say 'unlimited speed'.

More details: 01110800042
Naven https://t.co/SvdoEk2Ufo"
2022-11-24 15:55:25+00:00,wxni3_,"Sabah, Malaysia ",How good is the maxis line here from digi ba
2022-11-15 02:34:49+00:00,itzmekc3,,@jihoonlvr_ Two members of winner maybe this year or next year mag m-military na. Only the bp is good both digital and physical. The new gg nila napag-iwanan na. Ang lalakas pa nman ng 4th gen gg now. It's hard for an artist to be expensive 😢
2022-11-14 07:37:21+00:00,lilac_aurorAA_,♡ Raja Padu 💍✨,"@muslahhhhh @vxnschwxxtzz @YeSayaAnis Haha I want to ask can I switch to another telco and then go prepaid? 🤣🤣 I'm tired of using postpaid, it's expensive to clear the line, not even fast. Faster, I use digi a month for rm38 unlimited social 😔"
2022-11-11 16:26:02+00:00,saranghaey_,,hello @digitelco is the line always slow? pay dearly I want to report to digi center slow. so what should i do?
2022-11-09 09:49:57+00:00,erinohnim,dniikrm&kshmsr,"oh digi, be patient, let me go out of the office and answer this call. there is no line in this office"
2022-11-07 07:52:32+00:00,diarynalife,Malaysia,Or digi is a bad line. That's right. Where is starlink? When to enter Malaysia. Because the scope of this Malaysian telco. The new ph manage can increase the internet speed. If you don't have 3mbps then you have to pay dearly.
2022-11-03 11:57:53+00:00,mezzuddin,"Makkah Al Mukarrama, Kingdom o","Just subscribed to unifi for 10 days, the line is dead.

Replace digi igt is good.

Out of the tiger's mouth into the crocodile's mouth.

@digitelco @unifi @MCMC_RASMI"
2022-11-03 03:55:26+00:00,MuhdFirdausAR,Greater Selangor,@E_Blackbeard @Shazwantehoais I agree about the price. It's really expensive maxis. That's why I changed maxis to digi. Once digi is like a bad line & coverage now. Haha. Want to port out back to maxis now. But wait for 5G to see what it will be like. Kot other telco can fight maxis again.
2022-10-29 11:09:16+00:00,AmirulAxiz,Kuala Besut - Setia Alam,Gonna switch celcom number to digi real soon. Sick of byr monthly postpaid is expensive but the line is bad
2022-10-27 09:31:45+00:00,nsyazwanisb,,Good to change the CELCOM line to DIGI. CELCOM data kink is EXPENSIVE
2022-10-22 15:21:34+00:00,_akmalNA,Mars,"What telco line is good? Maxis with this digi is very bad, his line is very bad"
2022-10-18 08:30:08+00:00,winwin2813,,"for the album+digi, it's album only, but it's still in good condition and plasticized 🫶🏻"
2022-10-16 04:48:52+00:00,kmasreee,"Setia Alam, Selangor, MY",@abdusfauzi @TweetSetiaAlam Maxis is indeed a power line woo.. until digi and celcom sink completely. I use expensive instead of cheap but the signal is destroyed.
2022-10-11 12:34:59+00:00,adiezain_11,JOHOR paradise,"@xzayrazeex @emrhqm At the mall, you can hotlink on the celcom side, on the digi side on the umobile side. Haha. People can choose the best. But that's the telco owner saying that no one is Malay yet. Trading is the same thing, this is not a competition to see who finishes first. After all, it's pretty good. Their fortunes"
2022-10-05 11:55:00+00:00,iez_me,,"Gosh.. when do you want electricity? There is no electricity, even the Digi line is like a snail"
2022-10-05 01:56:37+00:00,VictorVitalis92,"Kota Kinabalu ,Sabah",Why is there no digi line in kk?
2022-10-04 11:30:20+00:00,humayrachee,Malaysia,Why is there no Digi line in the area of ​​my house? Since there was lightning two days ago it's already 🥲
2022-09-28 23:57:33+00:00,juelianae_,,"@KhrlAmrie That's it 😌 sometimes I'm tired of changing lines but many people suggest celcom, digi is very expensive"
2022-09-28 05:51:19+00:00,Nrsdz_,you in my mind ❤️ ZHBA,Finally. Finally changed the line. Maxis to Digi. Don't worry about paying expensive bills.
2022-09-24 03:33:50+00:00,chee_yaw,"Kuching, Sarawak","@simplelifeblue @hfshzhr Malaysia doesn't have a good telco line everywhere. Even Umobile, Celcom, Digi have some places with bad line problems"
2022-09-23 02:49:52+00:00,namia7878,,"It's really worth using this digi. The coverage is good, lots of internet, additional internet, it's cheap. Seeing the monthly bill doesn't feel as tight as it did when I used maxis with celcom. The internet runs out quickly, it's expensive to use it. Coverage is not good. There is no internet at home, okay?"
2022-09-20 16:59:44+00:00,xmrvel,,"@filodoxiaa @Askrlfess I think it's because I see the person behind him is the one who is good.
At that time, jago was also the first digi bank that came out among the options above, so it's enough to register at jago, no need for blue bca/line bank anymore.
and overall, good banks are really good, that's enough"
2022-09-20 15:58:49+00:00,NeenaNabila,"Kedah, Malaysia",Bye bye postpaid digi 🤣🤣 pay expensive but not very useful because the line is slow. https://t.co/lljpvpZw4S
2022-09-19 15:13:00+00:00,mustafaakmal_,Petaling Jaya,"@YCA601 @JatIkhwan I just switched to digi in 5 months. Because coverage and speed improved a lot during the MCO. Before this with Hotlink Postpaid, it was not very expensive but his quota was not worth it, so the price per GB was expensive. Digi literally offers RM1/GB."
2022-09-17 23:17:14+00:00,cececingcong,,Digi is the best. But the bill is expensive. umobile is cheap. But is his line okay?
2022-09-12 20:04:14+00:00,FAIZJOE96,"George Town, Pinang","@Maxis maxis coverage is getting worse, it's like sitting in the forest even though it's an urban area, it's good to close this maxis company, it hurts my heart, so use maxis. It's good to change celcom or digi, even if it's expensive, solid coverage"
2022-09-08 08:10:13+00:00,TheyCallmeMsAnn,"Sarawak, Malaysia","Apo is expensive, you can line xde"
2022-09-08 04:59:10+00:00,Aaansyz,,This digit is original eh? No line for 3 days. Misfortune is right. The bill is already expensive.
2022-09-05 11:48:54+00:00,meyayoungss,,@fyouknowwho Lol really really wkwkwk Having a good digital yes means good for them especially in an era that is no. 1 but yes no need to nudge 😂 merwka was surprised when I saw that there are still groups that are almost 40 years old but still have comeback routines with concerts that's why on garem 😂
2022-09-05 06:42:05+00:00,digitelco,Malaysia,Hey guys! Switch to Digi NOW & enjoy 65GB fast video without interruption + 35GB Unlimited Internet Speed ​​& Unlimited Social for only RM35/month.🏃💨 Click for more info: https://t.co/SF9XFMJCyo https://t.co /qUHKcIc9l8
2022-08-28 15:05:20+00:00,ndyaronie,"Cheras, Selangor",@digi please improve the line buy tenet mahal ii slow like a snail
2022-08-25 04:58:40+00:00,sylviabiaaa,,@digitelco hi digi. May I know why the internet coverage in the Putrajaya area has not been good for the past 4 days? Always E lengthened. Open whatever apps are loading
2022-08-12 05:29:29+00:00,insyain,⭐,"hello @digitelco

Can I know if digi is having a problem now? because my phone has no internet since yesterday. thought that it's only my phone but the other 2 phones that use the digi line also don't have an internet line."
2022-08-11 08:32:12+00:00,paeirahmat,,@digitelco no digi 4G coverage in the village area.
2022-08-10 12:28:02+00:00,afqizzddn,"Damansara, Selangor",Haih digi 🐷 it's true that I paid expensively for the line like it's illegal
2022-08-04 10:54:28+00:00,paeirahmat,,@digitelco please be informed that there has been no 4G coverage in the village area for 2 years. There have been many reports about coverage but there is still no exact answer when 4G coverage will be implemented.
2022-08-01 15:03:51+00:00,mijameed,Manchester city,It's good that the line runs out quickly 😊
2022-07-28 15:23:21+00:00,canbeyourdad,,"There are also people who go to the digi center, clap, pny kipala, stupid pay expensive, no line"
2022-07-28 03:41:49+00:00,caseybsp_r,"Kota Belud, Sabah","If it's my dad, he'll always call.. as long as he's gone for more than 1 hour, he's not there, the computer is busy even though he's busy.. my brother/daddy's phone is always a victim because there's a blackout on the line..🤣🤣🤣🤣🤣 ..want to complain about ssh from the blackout and then all the telcos have a line nub once 🤣"
2022-07-26 05:21:13+00:00,kipahkun,"Semanggol,Perak","@digitelco hi digi. May I know why in the Felda Kahang Barat area, Kluang there is no digi internet line since yesterday? Until today, is it not okay anymore?"
2022-07-24 14:21:44+00:00,chronyvibes,🇲🇾,"Digi Line is weak at home, Maxis is the same, Unifi Mobile is just as sluggish. Celcom, members came home complaining that the line was bad. After this I want to try telco Umobile or Tone Excel. @unifi great promo service hauk. Pay expensive cicai service."
2022-07-22 10:22:49+00:00,paeirahmat,,"@digitelco sorry digi, there is still no digi 4G coverage in the inner parts of the village. A little bit of digi coverage of the innermost areas of the village."
2022-07-20 09:29:45+00:00,dedektuds,"Bambangan Village, Inanam","What's the problem with digi, there's been no phone line for 2 days now? But there are other friends too😩"
2022-07-20 05:14:44+00:00,HafizLotfi,"Besançon, France 13’ Bangi MY","@XavierNaxa @501Awani Not really bro. Telco no. Digi, maxis, celcom. The price is not even competitive. Equally expensive. Each one of them has taken care of each other. Expensive price, slow line."
2022-07-17 02:39:36+00:00,DayanaAbdRahim,"Muar, Johor",Allahu digi line is not live. Pay dearly.
2022-07-16 16:21:38+00:00,halzere,"Klang, Selangor","𝗗𝗘𝗟𝗔𝗡 𝗧𝗘𝗥𝗕𝗔𝗥𝗨

35GB only RM35 per month
Digi Line 4g high speed
No speed cap
Unlimited calls

Details⬇️⬇️⬇️
https://t.co/GD8Y3L30IG https://t.co/IKZ7PpADmI"
2022-07-14 10:31:24+00:00,DayanaAbdRahim,"Muar, Johor",I hate that this digi is expensive and there is no line
2022-07-13 08:24:53+00:00,_9595_jjj,sarawak,The digi line is also good 🥹🥹🥹🥹 oi pengabiga my money jak ehhhh
2022-07-10 12:47:21+00:00,separasewel,Sabah,@RuthRLim ahsjdjd yes it's true 🤣 btw are you on the show? bcs I just found out that my mom doesn't have this line either. she uses digi too. maybe that's where the problem is
2022-07-09 14:32:04+00:00,_myrasufian,,"Line digi, what is his problem now? Pay expensive but slow line"
2022-07-09 07:58:54+00:00,Misz_Liyaaa,Kudat Sabah,"I have died 3 times today because of this. Not okay yet, there is still a Digi line. Now there is no line. Luckily Maxis still has 1 bar."
2022-07-03 05:52:34+00:00,roeinasher,honeymoon avenue,it's stupid digi kima dog pig son of the devil line the best dog in the world and it's good hate ak looking for an accident ja stupid anj illegal child p mamus la you stupid pny digi pay reload what's up last ii not fast pn faster snails and turtles ii from line digi this is stupid
2022-07-02 07:44:36+00:00,arielary96,,"Gg la yoodo let it go. Why do you want to join celcom and digi, it's an expensive plan. Yoodo is delicious and the plan is cheap. If the xpe line is stable, these two are good. 😤"
2022-06-29 15:10:31+00:00,hzrh__,Malaysia,"The digi line is stupid. Do you use postpaid or prepaid or what do you do, no matter how expensive the internet is, it's still slow 😒"
2022-06-26 15:20:40+00:00,miranorizan,Malaysia,Good cs digi is fast to work. You can get a refund even if you don't want to change telco
2022-06-23 19:18:26+00:00,inrawsaron,malaysia,"@digitelco Digi please check the coverage area at this location. I'm tired of dealing with very slow lines, sometimes there's no line at all at night. Thank you"
2022-06-18 11:50:29+00:00,kamarularnizam,"Tambunan, Sabah","@PiduyyYuhuu Sure will follback, yes it's true there is no line here (digi, celcom, maxis, etc). Depending on the school's wifi only (satellite shooting wifi). The speed is very slow, sometimes I can't even send wssp messages 🥲"
2022-06-16 06:11:26+00:00,rinnaiy,Borneo - Malaysia,Really good line coverage here. Maxis digi yes no lineeeee
2022-06-09 13:34:48+00:00,erwin_jinal,,"Check out my Speedtest results! 5.3 Mbps down and 1.2 Mbps up. How do your speeds compare? https://t.co/Z4t5kJgqol

#skmm the worst thing is the digital line, you pay a lot but the line is like a crazy slow snail..
#skmm
#mcmc
#digi
#bad"
2022-06-09 10:57:18+00:00,ceksiti2,Malaysia,"I really want to use YouTube... so it's time to convert to Celcom again... 😂😂
Maxis x ssuai...expensive...
The best so far is Digi... 😜"
2022-06-06 10:30:55+00:00,lyyantsh,,"digi line is a bit cold at home now, maxis is nice but expensive to afford to buy data"
2022-06-05 11:04:31+00:00,_herashae,"Penampang, Sabah","For survival. There is no Digi line password, it's like having to buy an add on but it's not working. #scammedbyDiGi https://t.co/s4iHiJL3bB"
2022-06-02 07:54:29+00:00,DiDyaLiLeeya,,"Are you serious about making an offer of 70gb for rm70? Huhuhu, you know, I want to upgrade the plan 😅😅. Can you smell it??

Hope you have a good line stay until then. Haha I see an improvement since I started using digi first. Now at home I only use data. Slow wifi!"
2022-05-31 22:54:45+00:00,watermeloncatsy,,@qammamama Celcom is okay but very expensive 🥹 if maxis sokmo there is a problem with coverage. Try digi dough? Is it Umobile?
2022-05-30 06:56:11+00:00,owesemboi,"Penampang, Sabah",I wonder why there is no DIGI at KDCA. Apparently the line is like hmmmm here. 😭😭😭
2022-05-23 08:47:46+00:00,acapkimey,,"Seriously sipping with this digi line. It's expensive to subscribe to the word high speed, the truth is it's cheap.👎🏻"
2022-05-22 04:52:09+00:00,hazrinisme,Malaysia,"@JatIkhwan telco what's good 💤 from setia maxis to digi, no difference in speed. just coverage availability 🥱"
2022-05-19 16:48:41+00:00,paeirahmat,,@digitelco would like to ask that digi coverage still does not extend to the rural areas of the village. Many villages do not have digi coverage
2022-05-19 13:12:17+00:00,miss_fsr,"Kelang, Selangor",Bye maxis. Change digi because there is always a line problem. It's expensive. Please stay with digi after a long time maxis only..
2022-05-19 10:40:03+00:00,noonafans29,,"Thank you so much for you @hajeongwoodz and the admins @onlycsuyon_shop 🙏 the digi trace has arrived and never disappoints, I'm going home everyone 🙏 you guys are the best 👍
sorry ayuy the photo is not good 🙏😂 https://t.co/CU4LJKY89q"
2022-05-19 07:57:26+00:00,zara96000,,"@anisssurayaaa Digi line here is slow, it's good"
2022-05-12 08:58:29+00:00,_herashae,"Penampang, Sabah",Digi is really crazy. Arrived no line.
2022-05-10 06:49:43+00:00,IntiangJude,Malaysia,"@iffahs_ Digi like damn in KK there is no connection. So if anyone comes to KK, don't even consider using Digi. If you are slow byr, Digi bar line but if there is no connection, what compensation will Digi give to the user??"
2022-05-04 03:19:05+00:00,namujoon__,,"This digi has already paid ah expensive, I went to a small house in a small niche, but I can't even get a line to call."
2022-04-30 04:15:02+00:00,nrbsyra,,"Dear digi, my anger towards you is unmatched. why is the line like this?"
2022-04-23 15:06:08+00:00,cikTon_,"Kota Kinabalu, Sabah",Why are you so angry at my digi line? He paid dearly. Cisssss
2022-04-20 09:20:26+00:00,AAZFAA_,Malaysia,"The services are getting worse day by day. Pay expensive, expensive, you can't call because there is no line in the middle of KL?!"
2022-04-18 20:34:43+00:00,RahmanIsmail_,,"Question for twitter people, does digi support e-sim for iPhone 12 Pro?

Is there a telco option other than digi that has good coverage in the felda area?"
2022-04-15 14:56:10+00:00,MuazSham,kolumpoq,"@danneyboyladero @digitelco It's the same thing, it's very big, call the help line because the problem is the internet line is slow, full bar but the internet is at the 2nd level, dnloading WhatsApp pictures is slow, I'm next to the substation, the internet doesn't work, can the customer service say that I'm the one who's wrong to move to another place, pay a lot of money, no use digi"
2022-04-12 14:25:28+00:00,BelloVelle,,Buduuu bah digi .. It's expensive to pay every month but the line is also dead. Live in the city center but the line is faster in the village. It's been like this for 1 week.. Time to say goodbye this time Digi
2022-03-30 14:29:55+00:00,akie_stark,,Digi pukimak line is like shit. Pay expensive but the coverage is like a pig.
2022-03-28 00:22:12+00:00,IzzzTheGreat,Kuala Lumpur,"Digi, I understand right from the beginning that the price is the most expensive, but the coverage is illegal"
2022-03-27 00:16:05+00:00,ArsanRahmn,"Kunak, Sabah","@Celcom I want to ask why now Line Celcom k Digi k HotLink k is not good .. I mean it's not like before ok, I want to call k whatsapp k always can't..."
2022-03-26 11:47:45+00:00,hrithaqil3,,This digi is expensive but the line is illegal
2022-03-23 22:35:00+00:00,JordonMarcel,"Kota Kinabalu, Sabah","Hello @digitelco, I want to report that the digi line in my home area is slow, if it's slow it's fine but there's no coverage. I've reported it but there's no change at all, it's miserable like this and it's expensive to pay every month 😅。"
2022-03-23 05:41:30+00:00,encekwang,26Petronas twin tower Malaysia,"The digi line is really problematic, you have to pay a lot."
2022-03-22 04:17:16+00:00,dilynenylid,,"everyone is already a user and once there is no line, ""lin hotspot lu"" 🥴"
2022-03-17 02:41:28+00:00,EdanShila,Kuala Lumpur,"@AnnuarMusa want to make a complaint to YB Line Digi, new village of Sungai Telur, high city of Johor, there is no network for 2 days... Now there is Line but no internet.. I have made a complaint to Digi, still no action. Hope YB can help.."
2022-03-16 12:43:06+00:00,donfalion,damansara,"My house near the value does not have digi line - so I will use whatsapp call/telegram call etc..
It's also good to have xde line, it's easy to run away from calling the bank many times 😅"
2022-03-14 15:27:30+00:00,AfSyahMe,,@MaisarraAnuar @umobile Looks like the style has to go back to Digi like before. Digi used to have a good line. With more internet quota.
