Date,User,Location,Text
2023-02-28 09:02:43+00:00,ainnnMohd,,"Used to use maxis but had limited data. Like 40gb but not enough for me. You must change Celcom to get unlimited data, even if you live in a high-rise building, the call line is stuck, just like in the forest. Two or two expensive I pay. That's right."
2023-02-28 01:36:51+00:00,mnurzakwan,,"Kdg is the majority because the area where the telco provides good coverage compared to other telcos 😢 the case is like mine, people say maxis is expensive but it's the best in my area, how do you want to fight about ""purchasing power"" 😅"
2023-02-27 10:34:19+00:00,MHaffizudin_,"Miri, Sarawak","@XavierNaxa If in my area, there really is no choice, Maxis alone is the best among all telcos and even though I say Maxis is the best, it is not up to the standard it should be. It can be said that almost all telcos here are just fish, there is no stable 4G."
2023-02-26 07:58:36+00:00,zawanikun,"Ipoh, Perak","The wifi line is not good, the maxis line is not good either. What do you want to be in Malaysia?"
2023-02-25 13:40:30+00:00,xhxh_ieril,𝒥ℬ,like this maxis line bro. pay for expensive services like syiall
2023-02-22 09:33:44+00:00,yazidanuar,,@jllmisai @FarhanAripin Digi in my area. How many times has he reported that he doesn't have coverage here yet? Wait until the end of this one-year contract and change to another one. I used to switch from Maxis because it was the same problem and it was expensive. What do you want to use Nilai now?
2023-02-22 07:41:14+00:00,bradermang,,"@501Awani it can be said that all telcos are the same...digi celcom maxis umobile...if you go into a village corner...sometimes even in the city, the line is illegal...byr the bill not playing expensive...subscribe to an internet plan, the chat vibrates, it turns away like... the truth is garbage.. before the time expired, you already cut off"
2023-02-22 06:35:04+00:00,FadhliEliz,"Kota Tinggi, Johor","I'm from maxis, changed to umobile and changed to unifi mobile, now it's celcome, I don't know what to change next, all lines are slow like kimak, cb pay expensive but slow like a pig."
2023-02-21 16:29:53+00:00,Amirysff_,,"Don't you want to mention @MaxisListens @Maxis? The toy is expensive, but the line is similar to the time of the pharaohs"
2023-02-21 15:29:33+00:00,ashguevara23,,"That's right, esp @Maxis line is already expensive, data sucks. For the same amount of money with current infrastructure we may dont need maxis anymore 😄."
2023-02-21 03:53:59+00:00,norzilamusman,"Banting,Selangor","For 2 months, I paid a bill of 100 or more, I can't stand the fact that the bill is very expensive. Call maxis today, if you want to downgrade, just take the prepaid plan, only topup rm30 is enough because the office and home already have wifi. CS did not convince me to change to prepaid because the prepaid line is slow"
2023-02-18 04:31:35+00:00,jkinthought,,"this maxis prize? The line blinks, blinks or doesn't. people pay dearly, the line is like a hanat. when do you want to fix maxis internet? I have been on line like this since yesterday. It's getting more expensive, so the line is getting worse. @Maxis @MaxisListens @HotlinkListens"
2023-02-15 07:16:11+00:00,mylovepipit,woojin's heart,"@MaxisListens maxis fiber is very moist. It's expensive. Even one job is not working. Fix it, you have coverage, wow"
2023-02-14 16:05:24+00:00,MSallehuddin05,"KUL, LHR","I cursed maxis for a long time. Every time people do a price comparison, the most expensive one is the most expensive, yet people still use it... I don't understand unless Maxis has coverage, that's another story"
2023-02-14 12:59:42+00:00,HafizuddinBazli,"Terengganu DI, Malaysia","Why is the line in Seremban so bad? In the city area already though. Up the hill again. Waste of paying expensive internet. 😔 Celcom, Umobile, Maxis are all slow."
2023-02-14 05:40:09+00:00,tnfarahain,"Johor Bahru, Johor","so far I like to use the qr code again if the robot sends it😂

but there was one time, the store's maxis coverage was not good, then the wifi was not shared with us the customer.

luckily the employee was quick to hand out the physical menu"
2023-02-12 01:20:59+00:00,niniscafeee,"Johor Bahru, Johor","There are many telcos, Maxis is the worst with internet lines. The expensive price of Jews then slow to beat umobile"
2023-02-11 01:50:54+00:00,serulazli,"George Town, Pinang","That's why I'm a man, wife, terminate line maxis. Because of the Gini thing. It's already an expensive plan, the line sucks, paying the bill a day late. Two will continue to be suspended. It's her aunt"
2023-02-06 13:30:16+00:00,YusufYusry,,@SinarOnline @fahmi_fadzil Maxis internet line in Perlis is very bad. pay for 2 months expensive.
2023-02-06 11:45:19+00:00,ShahRain74,,"@SinarOnline @fahmi_fadzil Line Home Internet in shah A'lam has been disconnected for almost 7 days ... no effort from the service provider.
Subscribe to Astro Kencang.
Report to Astro Kencang, Wait for Maxis Fibre's feedback. Maxis Fiber is waiting for TM Feedback.
Suddenly TM Technician from Branch JB Call"
2023-02-05 01:52:04+00:00,khainiz94,"Seremban, Negeri Sembilan","@XavierNaxa That's what I mean. I think it's 5G Yes, it's really fast.
But in terms of overall coverage, Maxis is indeed the best compared to Digi and Celcom.
If not for this reason, I would have switched to another telco a long time ago. Maxis is expensive, but worth what you pay."
2023-02-05 01:20:41+00:00,bpijan,"Johor Bahru, Johor","@XavierNaxa In the past 5 years, I have used various telcos. In terms of speed consistency it's good, in addition the coverage is extensive. In the area where I live, I still get the best access. I am willing to pay expensive internet for good service. Sometimes the maxis are tripped too."
2023-02-02 11:29:47+00:00,aaainatika,,"To Maxis, why is it expensive but still line slow? Why does the data run out quickly? Why do I need to top up for extra data? And on top of that, the topup price changed from RM10 to RM15 🫠"
2023-01-28 08:39:41+00:00,nxrdna,"Shah Alam, Malaysia",my maxis 🥹🥲 pay expensive line like anjay
2023-01-26 14:29:12+00:00,putrinajihahx,Malaysia,"Time I want to meet, want to present, want to open os line maxis for hallll!!!! Buying expensive is useless! Stress"
2023-01-26 13:10:21+00:00,admamir3,,"@umobile @Maxis I'm tired day by day every time I play online games it's like cybai. Pay more, but the quality is the same"
2023-01-26 07:30:01+00:00,thealifhkm,Malaysia,"Even the maxis line can stand it eh, it's expensive, it's expensive line ciput @MaxisListens"
2023-01-26 03:59:03+00:00,qirararara,"Ampang, Kuala Lumpur","By now, Maxis is no longer reliable. Even the lowest fiber + postpaid package is expensive from Celcom. It's 30mbps. The line is like a harem!"
2023-01-26 02:22:51+00:00,rvymzz,,"@efaperfume I want to ask a little question...for example we use maxis, then we want to change to celcom, can we keep the same number but a different line? Anyone please answer sat😭😭. If you can suggest a good plan hehehe"
2023-01-23 14:08:48+00:00,dr_ismailashmat,"Johor Bahru, Johor",@Williamwong7205 @MCMC_RASMI @GrabMY @fahmi_fadzil I made an official complaint to @MCMC_RASMI about how bad @MaxisListens is and there is no solution. Maxis failed to upgrade its coverage system in my home until today there is no solution. Maxis said to wait another 6-7 months.
2023-01-22 13:23:41+00:00,farhahnadiahh,,It's stressful @maxis. Always line to do things. Dh is expensive
2023-01-20 08:54:21+00:00,Abe_MecchaRy,penghuni alam,The worst and worst line is maxis&hotlink.. Shit cam.. Expensive bill.. Snail line
2023-01-18 15:08:25+00:00,syahindahmahdi,"Selangor, Malaysia","Hi maxis. Why is the line at the peak of nature so bad? It's only 1 bar 😡😡😡😡 monthly pay is expensive but this is the service. Want to terminate, change another telco to cane."
2023-01-18 01:54:07+00:00,tiqqH,,"@MaxisListens Too lazy to DM. The answer will be the same later
'No coverage problem'. Didn't even tell me to reset the phone settings. Other apps are okay, no problem. Maxis apps are always a problem. Okay, thank you, bye."
2023-01-17 10:28:59+00:00,saeedowairan,,"Finally want to change to another telco. Bye maxis. Expensive does not match the service. The line is not strong even in the middle of the city. If the line is slow, there is no service. 😑"
2023-01-16 14:51:54+00:00,bullaloops,,Pay expensive but the line is slow and long. You are patient jap maxis
2023-01-16 02:36:49+00:00,hakimjerps,,@yentheeb40 maxis is expensive ohhhh and i didn't know umobile was gonna be this bad 😭
2023-01-12 12:51:20+00:00,mevius_m_,Malaysia,"@ShoibZahari @anwaribrahim @CelcomBlueCube @Maxis Maxis, celcom, digi, Umobile and unifi all have no substations but conspired with MCMC to cheat customers of spending money. 4 years 80K, e-wallet 400K all had to be stolen and exchanged, what line is this a criminal case."
2023-01-12 12:47:32+00:00,ShoibZahari,,"@mevius_m_ @anwaribrahim @CelcomBlueCube @Maxis if it's me, I'll change which line is good. Before I use the line, I check which coverage is the best.

I will also ask other people how the coverage is.

My issue is a technical issue. go take it to the court, it's good to settle the debt.

Relation scam cite is rhetoric because of own assumption"
2023-01-07 08:23:48+00:00,_afiqaab,Kuala Lumpur City,"Maxis wifi modem is not working, what has to do with the phone? I think I bought a new phone, same thing. What is that thing? What's the service like, you want to pay expensively. I also terminated this maxis line. Not once is the problem, many times. It's the same thing every time, tell me to restart the phone"
2023-01-06 05:54:35+00:00,KShahrul97,,"@maxis...why is there a 4G 2 bar line bar in my home area...but the internet is so bad...pay for two months instead of playing expensive if you complain and turn it off then turn on Blik, it's the same"
2023-01-05 01:02:29+00:00,ACUTRAVEL,"Petaling, Selangor",@fahmi_fadzil @MCMC_RASMI @Maxis isn't even 5G yet is it??? pay every month is expensive. line like a harem
2023-01-04 13:19:46+00:00,norataj13,Malaysia,"@starennis @fahmi_fadzil @MCMC_RASMI @Celcom I have been using celcom for ten years. 2 years of experience with celcom is no longer relevant. many places where the signal is bad. the ending is so far satisfied with maxis. I suggest, if the line is there, it's good. better change telco and can use the same number."
2023-01-04 09:20:01+00:00,saeedowairan,,"Until the connaught park mrt area - Bukit just support the unstable maxis line.

Change the line like this. Pay expensive for internet no @Maxis"
2023-01-02 13:40:10+00:00,Ainatasha96,,"Maxis is expensive, the line is like bangang haih"
2023-01-01 09:00:35+00:00,saeedowairan,,Really bad Maxis. Pay a lot but the line is bad.
2022-12-29 03:50:20+00:00,madx_co,,I use hotlink/maxis. RM75/month. Can I get this expensive or cheap? I have been using line so far behave for many years. only at the end of the month there is more balance. feel wasted. like at home use unifi too. come to taste https://t.co/optjWdPGjX
2022-12-26 15:06:43+00:00,ainnajooooo,"Jerantut, Pahang","Maxis is really stingy, even if you want to buy a line, it's expensive, then even before the expiration date, the quota has run out, you're tired of just buying a topup."
2022-12-26 12:28:17+00:00,xhxh_ieril,𝒥ℬ,"I don't know if it's just my phone or someone else doesn't know.
the carcass is really slow line.
It's expensive to pay.
oh maxis improve ah service."
2022-12-22 16:52:01+00:00,sweetslfsh,,It's stupid that the maxis line is slow to finish. it's expensive!
2022-12-22 10:25:46+00:00,CollectionNimy,Malaysia,"@NomiWara @fahmi_fadzil Yes, Maxis in the Bukit Jalil area is terrible. Every week I have to call someone to reboot the line. Pay expensive but poor service"
2022-12-22 05:11:30+00:00,SyazalIdham,"Kemaman, Terengganu",@maxis stupid pay expensive expensive line like illegal
2022-12-22 01:59:07+00:00,MrSmarty81,,"@fahmi_fadzil @NomiWara @MCMC_RASMI Ask tokey maxis to lower the price of the internet. It's expensive, the line is stuck."
2022-12-21 15:01:47+00:00,ijuliets,"Kuala Lumpur City, ","@AisK0pi Maxis is expensive, I've used it, Celcom is the same. Unifi is also expensive but bill. When near Johor, go fast. Back to Penang unifi no line. So far yoodo one malaysia has tried the fast line then the gb is slow to run out 😂👍🏻 except sabah sarawak no longer tried haha"
2022-12-20 16:40:39+00:00,PutraTalha22,KUANTAN,"Anyway, I'm wearing this maxis, it's expensive, ma'am! but the line is like hareee @MaxisListens https://t.co/R6jwXY1BYY"
2022-12-19 09:46:36+00:00,wnuratikaa,Malaysia,"Maxis are expensive namateyyyyyy wei. Torn my money 😭 what's the best line, just use it once and pay for 2 months"
2022-12-19 04:33:29+00:00,ainnnalias_,,"I don't have money to use TIME because my old house doesn't have coverage, I've moved and I'm still under contract with Maxis. The maxis penalty is not worth it (the most expensive as far as I know) but the maxis customer service and aftersales service is really good."
2022-12-17 16:07:51+00:00,payehh_,"Perak, Malaysia","It's been a week, the line is bad @Maxis, it's a bit better in a day or two. I BUY THE INTERNET IS EXPENSIVE, YOU KNOW IT IS SELLING THE INTERNET IS EXPENSIVE, BUT IT'S MOIST LIKE A SNAIL"
2022-12-17 00:56:51+00:00,vzwvnn,,maxis is so expensive that the slow line is expensive even in the village of science
2022-12-16 21:29:22+00:00,nabilakhalid89,"Rawang, Selangor",Upstream Area Sel. there are many more areas with poor internet coverage. Area Sg. Old is worse. Here I am broken in the middle of Sg. Tua but the phone is not on line so scary yer. & as #Maxis cust. I'm disappointed with your service. Pay expensive just monthly😰 #BatangKali
2022-12-16 04:00:15+00:00,SyazalIdham,"Kemaman, Terengganu",LISTEN TO THAT @Maxis pay mahal mahal line like a tyke
2022-12-15 18:45:06+00:00,syeraro,"Kedah, Malaysia","@FirdausAzil RM20/month Digi Next 20 provided that the home/office has wifi. Get extra topup for example topup RM30 get extra RM3. Then occasionally give free internet too. Have used Maxis, tip top coverage but expensive internet. Also, I've used U Mobile, it was okay at the beginning 👎🏼"
2022-12-15 15:33:53+00:00,sicantekmenawan,,"@nisbahkehitaman @fahmi_fadzil I've used maxis, the line is like ketahian then terminate directly. 😩 the rm128 plan is already expensive."
2022-12-15 12:39:13+00:00,amirulimananuar,Johor Bahru,@umobile @Maxis I used to waste a lot on expensive lines. But lastly cut down spending for the internet as needed. The U Mobile 38 package includes 30GB of internet per month and unlimited calls. The office has wifi. The house has wifi. So it's more than enough.
2022-12-15 10:37:52+00:00,tengokikan,Anywhere | Malaysia,@FirdausAzil RM 301.90 Maxis expensive to pump! Line like that too!
2022-12-15 10:30:41+00:00,OniDelnaja,"Kuala Lumpur, Malaysia","Rm130 for digi (1 main line + 3 sub lines)
Rm160 for maxis fiber 300mbps (old plan is expensive from new subscribers)."
2022-12-15 07:52:03+00:00,Kamarul712,,@fmtoday @Maxis trunla...pay every 2 months RM98 but the line is not stable. The most expensive of other telco companies😠
2022-12-15 06:52:10+00:00,sukimak2021,,"@fmtoday Maxis DAMN EXPENSIVE AF. It's 2022 but data is getting more expensive. I'm stingy, the other telco's have slow lines, you guys should have broken the cable in the sea. Bala for korg"
2022-12-15 06:23:01+00:00,HAR3K,Anfield,@Maxis it's expensive cam babi line similar to taik
2022-12-15 05:19:01+00:00,RickThen4896,"Kuching, Sarawak","@fmtoday It's good, especially Maxis, it's very strong. Umobile line is unlimited, but for a while there is a jap line, but no line."
2022-12-14 12:33:00+00:00,norainmustafa,Malaysia,"@mizatisuhaimi but when the rent becomes expensive for us consumers, we want to cry when we see the price of our internet compared to outside 🥲 there are places where there is coverage and there are places where there is not.. my house is ready to use 2 routers one tm one maxis 😅"
2022-12-13 12:04:39+00:00,syahmito94,Italy,Ok gok eh line maxis ea kat aiport.. it's no use cutting clcom bro.. I'm waiting for it.. it's expensive.. it's ok if it's 40 yes bereh aluu.. bonjourrr
2022-12-13 11:12:43+00:00,johariszulkiply,Kuching Kuala Lumpur,Stress. What is the best telco in Ipoh? Bad now line. Maxis=Digi sam ajer. Tired of switching telcos
2022-12-13 03:00:34+00:00,SyazalIdham,"Kemaman, Terengganu",@maxis sorry to pay expensive expensive line like wretched
2022-12-12 13:13:34+00:00,marissamk__,"Sabah, Malaysia",@Maxis today your line is bad. Your plan is expensive to pay.
2022-12-10 08:14:02+00:00,IzaFyfy,Langkawi Kedah,"@MaxisListens Hi Maxis, why is there no coverage on my line? from yesterday ""No Network"" My address is in Taman Intan Perdana, Teluk Kemang Negeri Sembilan."
2022-12-08 16:34:32+00:00,mdnohh94,"Seremban,Negeri Sembilan","I ride fedup using this @Maxis !!!
Months are not expensive. The line is like a snail's blink. Next month terminate this!!!
#maxis"
2022-12-07 08:56:57+00:00,itsafaaz,"Selangor, Malaysia","I hope the price of postpaid/internet will be lowered soon! Anjay maxis choked blood! Stupid expensive. But because his line is the best and fastest, that's what I use. Hshshshshsh"
2022-12-07 04:39:00+00:00,nrsyhrbhrddn,,"@_deniey_ Expensive hahahah. Call the line you use. Maxis? Ckp want to change prepaid, I'm poor"
2022-12-05 13:27:45+00:00,sitianisahjagi,,"Please suggest a good wifi for the ground floor apartment house. Been searching for a good wifi but maxis & digi also fail 🥹 when checking coverage, the reason at home wifi line is not okay because there is no board to install wifi. I don't even understand 🥹"
2022-12-03 11:59:14+00:00,in2DBoundless,,@Maxis why is the maxis line so bad today? It's been a long time since I paid expensive monthly but the service is not good at all 😩
2022-12-03 08:53:31+00:00,_itsmenanaaa,Malaysia,"@XavierNaxa I don't mind joining but @digitelco my area has a lot of problems 😓 every day stress line is hard to get, for work I have to buy a @Maxis sim card for good coverage."
2022-12-03 01:16:09+00:00,fabyyisdinde,somewhere in earth,im thinking about what network coverage is good and really worth every penny. my Maxis is really expensive. I can't afford it.
2022-12-02 04:38:29+00:00,isacjohore,Kuala Lumpur,"@blackwing8033 That's terrible....I'm 29/30 years old....I used to have expensive bills....small salary. Grad2 salary RM 900/-. The Motorola that has a flip was the first cell phone... Line 010, then the same number was upgraded to 019 this year, changed to Maxis. If you go to the site, bring the company. The one like the box. https://t.co/0mDaYKcgvl"
2022-12-01 15:49:35+00:00,marcmohd_,Kuala Lumpur,"@fiihazmii Umobile celcom, maxis is expensive but coverage is good"
2022-12-01 08:55:58+00:00,Soundtrepreneur,192.168.0.1,Actually the Cel-Gi Di-Com merger is also good because it finally has a superior advantage to Maxis... Digi has been powering near urban and certain areas while Celcom is in Borneo. A good time to actually migrate
2022-11-28 17:23:22+00:00,hkimarshd,Malaysia,"@Maxis, please upgrade the plan, the line is slow, the covarage is not okay, the plan is expensive, the system is sometimes crazy to call customer service, it's hard to reach out, even if I want to work casually, it can be stressful"
2022-11-27 04:31:39+00:00,chaazlan,"Shah Alam,Malaysia","Damn maxis! Pay never miss, it's expensive. But the line is like garbage!"
2022-11-26 01:05:24+00:00,elfrhmdni,,"Pay a lot for this maxis wifi. But his line is illegal. At the end of the 2-year contract, I changed, yes @Maxis"
2022-11-25 13:18:47+00:00,gglloyd,,Where is there a good wifi line wehhhhh adoii this maxis 💀💀💀💀
2022-11-24 15:55:25+00:00,wxni3_,"Sabah, Malaysia ",How good is the maxis line here from digi ba
2022-11-23 12:11:14+00:00,faiman2011,"Malacca, Malaysia","@MaxisListens @Maxis line is getting worse at larkin, it's been slow for weeks, people pay a lot of money."
2022-11-21 09:43:44+00:00,izzatiirdinaa_,idk,The line is now nervous waiting for the government to hold it. kind of slow lately. Maxis is really good 🙃
2022-11-21 06:34:31+00:00,izntagram,"Kuala Lumpur, Malaysia","@farahnuradila Mom Luckily, I left Celcom a long time ago. I used to use Celcom, every day I had to hear customer service. Pay expensive, line slow. Fortunately, when you change Maxis, you can get unlimited data at the same price as Celcom's offer. It's really cool, it's Celcom."
2022-11-11 19:36:52+00:00,ayayayo31,,"from 4g until E. Bodo has maxis. internet is expensive. Damn line, isn't it?"
2022-11-10 05:32:50+00:00,hanshanif93,Alpe d’Huez,"@rosebungafiena Oh yes, the iPhone is not compatible with unifi, I just found out. That's expensive maxis. But this area of ​​the house is the maxis line which is fast"
2022-11-08 05:04:05+00:00,vaashini_13,Malaysia,@Maxis why is the line slow bro? It's an expensive line
2022-11-03 03:55:26+00:00,MuhdFirdausAR,Greater Selangor,@E_Blackbeard @Shazwantehoais I agree about the price. It's really expensive maxis. That's why I changed maxis to digi. Once digi is like a bad line & coverage now. Haha. Want to port out back to maxis now. But wait for 5G to see what it will be like. Kot other telco can fight maxis again.
2022-11-03 03:45:13+00:00,E_Blackbeard,"Petaling Jaya, Selangor","@MuhdFirdausAR @cikeylx_ Hahaha I've tested all telcos in 2016. It's Maxis that has solid coverage near my house and the village. The most expensive price but swallow it. Now I feel like saying it back. Five hundred a month is crazy. Haha

I don't know if other telcos have upgraded their coverage. I want to test again"
2022-11-03 03:44:36+00:00,E_Blackbeard,"Petaling Jaya, Selangor",@Shazwantehoais @MuhdFirdausAR Hahaha I've tested all telcos in 2016. It's Maxis that has solid coverage near my house and the village. The most expensive price but swallow it. Now I feel like saying it back. Five hundred a month is crazy. Haha
2022-11-02 11:38:50+00:00,flowra2706,Nowhere,"@thefaizzainal If you want to compare celcom, maxis and umobile, even though it's slow so far I use maxis the thickest. Go camping and fight with other members for a hotspot because the others don't get coverage. Even in Putrajaya, you can feel the maxis difference with those two. It just feels expensive to use this maxis"
2022-11-01 14:26:44+00:00,Iamhumanpotato6,,@faizalhkm @MaxisListens 😢
2022-10-27 16:43:52+00:00,shudnotbename,Kuala Lumpur City,"It's stressful for the pig here, the line is like a slow pukimak. Can't connect with college wifi. Pay expensive fees for what?? Pukimak is right. Maxis line slow nampos. As long as you've been here, you haven't done anything to the pig because the line is fast, whatnot. Pigs are right"
2022-10-25 09:36:07+00:00,thestormgrouper,"Bandar Petaling Jaya, Selangor",Whatsapp down? I didn't even notice because the Maxis line was so slow. People pay expensive bills oi.
2022-10-22 15:21:34+00:00,_akmalNA,Mars,"What telco line is good? Maxis with this digi is very bad, his line is very bad"
2022-10-18 12:35:35+00:00,Imaramli_,Malaysia,What's so bad about this @Maxis line at Jengka? Pay for the expensive 4g or 5g. It's him
2022-10-18 04:48:58+00:00,aleesso_,no location found,"@bellachanteq but it's a problem bro, my best guess is maxis can do that because his plan is expensive so yeah, phone mur. But yeah line maxis everywhere okay padu"
2022-10-16 04:48:52+00:00,kmasreee,"Setia Alam, Selangor, MY",@abdusfauzi @TweetSetiaAlam Maxis is indeed a power line woo.. until digi and celcom sink completely. I use expensive instead of cheap but the signal is destroyed.
2022-10-11 06:52:19+00:00,miwaa_safiah,,"It used to be when I bought a nom umobile diploma, I bought a maxis degree instead 🥹 I'm so disappointed with celcom, it's so expensive here and there lmbt 😮‍💨"
2022-10-08 11:07:25+00:00,aidxn_hx,"Vancouver, BC. Canada","@aimanazshar @Maxis @MaxisListens Good luck using postpaid hotlink. At this point, I am satisfied with his plan. I migrated from prepaid because of this thing.

When he released a fast hotlink, the older plan had to be added like that. So it's expensive and I think you're doing a subtle way to tell users to migrate to a new plan. 💆🏻‍♂️"
2022-10-06 14:52:08+00:00,fatih_haziq,"Negeri Sembilan, Malaysia","Line maxis at work and at home is the best. Not just better, but the best reception in both places.

Wanting to switch, but it's so expensive. Maxis, please lower your price a bit."
2022-10-05 15:06:49+00:00,zakymustary,"Kuala Lumpur City, Kuala Lumpur Federal Territory","what is this maxis thing that you pay month by month, the line is so bad @Maxis"
2022-10-05 08:07:33+00:00,urihyune,"she, 20+",MAXIS I PAID EXPENSIVELY BUT THE LINE IS LIKE A PIG
2022-10-03 13:59:16+00:00,adilahwa, 📍Malaysia,"what is this expensive payment but the line is like that, I don't know what! @Maxis"
2022-10-01 16:07:01+00:00,kh4leesa,ipoh,"@jasmeenkhri sorry meen. I forgot all about the struggle and come over there 😔😔 I'm tired of maxis because it's so expensive, but apparently Celcom's line is like an ass 😔😔"
2022-09-30 06:34:45+00:00,__irfannnnn,,Babi line maxis is so easy. It's expensive to pay.
2022-09-28 05:51:19+00:00,Nrsdz_,you in my mind ❤️ ZHBA,Finally. Finally change the line. Maxis to Digi. Don't worry about paying expensive bills.
