Date,User,Location,Text
2020-06-07 09:41:49+00:00,matpikafiff,putrajaya,"Celcom coverage.
Blacklist can be registered.
No contract.
24 hour high speed data.

ONEXOX Prepaid
The advantage of the expired date is 2 years.

Next topup extends the expired date RM1 = a day.

RM40 5GB… https://t.co/hQCp2amF1H"
2020-06-07 09:31:23+00:00,matpikafiff,putrajaya,"Celcom coverage.
Blacklist can be registered.
No contract.
24 hour high speed data.

ONEXOX Black

Monthly bill RM39
8GB 200 minutes
Next 2nd month RM41.34 including SST.

or

Monthly bill RM59
44GB unlimited… https://t.co/yERjdVXXEo"
2020-06-07 09:15:44+00:00,_nrmaliyanah,,"@cgsamery Just try onexox. The line is okay. It's crazy fast. No speed restrictions. Go from night to morning as fast as you can. If you run out of data, you can carry forward to the next month. If you want a hotspot, there is no limit. It's a savings. Interested can ws https://t.co/UORaY72nzG"
2020-05-28 02:07:08+00:00,aminramlan1,"Muar, Johor","Do you want to be the best???

After canceling this SIM card, please change it to this onexox line

Get 5% commission every time he topup
Is there an additional cost????

NOTHING!!!

If you don't want to invite your wife, it doesn't matter
Use it yourself and it's enough to save money
Available https://t.co/grO7wDzP5V"
2020-05-08 20:11:37+00:00,mnur891,malaysia,"WE WILL SOLVE YOUR PROBLEM‼️

ONEXOX HAS A DATA PLAN‼️

📶High speed data without speed limit
🚼Data can be used for anything
📳 No hotspot limit
📵No Data Fragmentation
📱Unlimited calls to all networks
📡 Widest Coverage
📵No Contract
🔛Black List Can... https://t.co/bYdAsOMglg https://t.co/Ay93luKRtC"
2020-05-01 13:51:36+00:00,ZECKTREE,,"Line ONEXOX has no data speed restriction, no hotspot limit, no contract... I'll try it
https://t.co/LizUcxTkmn https://t.co/Rk2ZurTb0Y"
2020-04-30 17:22:01+00:00,marfizd_96,,"There is a slow line problem & expensive monthly payments

Let's change! Keep the old number to ONEXOX!
High Speed ​​Data No Capped Speed!
Blacklist accepted!
Coverage is the same as CELCOM💪

Any questions click the ws link below 👇 👇 👇

https://t.co/59bjC5JBsI

#onexox #ammardealer https://t.co/tHfdSuX9mp"
2020-04-30 17:18:19+00:00,marfizd_96,,"@SyedSaddiq There is a slow line problem & expensive monthly payments

Let's change! Keep the old number to ONEXOX!
High Speed ​​Data No Capped Speed!
Blacklist accepted!
Coverage is the same as CELCOM💪

Any questions click the ws link below 👇 👇 👇

https://t.co/59bjC5JBsI

#onexox #ammardealer https://t.co/DaxPl1ainS"
2020-04-26 22:46:52+00:00,azleesyam_,"Kota Bharu, Kelantan","There is a slow line problem & expensive monthly payments

Let's change! Keep the old number to ONEXOX!
High Speed ​​Data No Capped Speed!
Blacklist accepted!
CELCOM coverage 💪

RM59 👉 44GB Highspeed Data + Unlimited Call (all networks)
RM89 👉 89GB Highspeed Data + Unlimited Call (all networks) https://t.co/tjQosCdMtj"
2020-04-26 08:59:07+00:00,marfizd_96,,"There is a slow line problem & expensive monthly payments

Let's change! Keep the old number to ONEXOX!
High Speed ​​Data No Capped Speed!
Blacklist accepted!
CELCOM coverage 💪

RM59 👉 44GB Highspeed Data + Unlimited Call (all networks)
RM89 👉 89GB Highspeed Data + Unlimited Call (all networks) https://t.co/fSfkYHn2XT"
2020-04-20 08:52:45+00:00,marfizd_96,,"@IPGMalaysia_ There is a slow line problem & expensive monthly payments

Let's change! Keep the old number to ONEXOX!
High Speed ​​Data No Capped Speed!
Blacklist accepted!
Coverage is the same as CELCOM💪

Any questions click the ws link below 👇 👇 👇 👇

https://t.co/59bjC5JBsI

#onexox #outthereweareone https://t.co/acYxwX68kx"
2020-04-20 01:37:59+00:00,ansaribaseair,Malaysia,"Rilek, Patience... Iboh is hot... You have to pay expensive line slow... Do you want to try onexox sis? Tok there are two packages sold in the past. Good for people who want a hotspot, good for people who want to use it because there is no data restriction, good for people who want... https://t.co/o5UiPBIgWF"
2020-04-19 15:10:16+00:00,onextelco,Malaysia,"It would be a lie if we said #ONEXOX is the best anywhere..

IF your area has good #celcom coverage, then go for ONEXOX...

#ONEXOXKualaPilah
#onextelco"
2020-04-17 12:45:35+00:00,matpikafiff,putrajaya,"There is a slow line problem & expensive monthly payments

Let's change! Keep the old number to ONEXOX!
High Speed ​​Data 24 hours No Capped Speed!
Blacklist accepted!
Coverage is the same as CELCOM💪

RM59 👉 44GB Highspeed Data + Unlimited Call (all networks)

contact me
https://t.co/6r2FrOVAqG https://t.co/Im451ETzZ6"
2020-04-17 10:38:07+00:00,anarmnet,Ampang,There is a new user registering #ONEXOX online. Get notifications via SMS. Not before this. It's good to have a system like this. The best! 👍 https://t.co/qDyN9YZIml
2020-04-10 17:01:32+00:00,BaseriMN,"Berlin, Germany","There is a slow line problem & expensive month to month payment???

#Let's switch! Keep the same number to ONEXOX!
High Speed ​​Data No Speed ​​capped!
Blacklist accepted! Coverage by CELCOM 💪

RM59 👉 44GB Highspeed Data + Unlimited call to… https://t.co/4YdapF2O6N"
2020-04-06 13:42:36+00:00,azimbahrin,"Johor Bahru, Johor","Your internet is not enough because it is broken?
Let's try this B89DB plan. Onexox's best plan. No contract. Blacklist can also be registered

let's smoke
https://t.co/V9RVh6ioVT https://t.co/BfSItkJO0C"
2020-04-06 13:42:13+00:00,azimbahrin,"Johor Bahru, Johor","Your internet is not enough because it is broken?
Let's try this B89DB plan. Onexox's best plan. No contract. Blacklist can also be registered

let's smoke
https://t.co/V9RVh6A0kt https://t.co/N7nArZqjQd"
2020-03-17 01:14:12+00:00,urutjawi,"Pinang, Malaysia","Not yet a ONEXOX user?
Advantages of ONEXOX plan:
1. Suitable for various layers of users
2. Reasonable service rates
3. Wide coverage
4. Savings package from carry forward and share as well as a long active period (prepaid)
5. No hidden terms"
2020-03-16 14:43:08+00:00,fitrubyjane,In the middle of night,"@umobile It's slow, he already renewed. Don't waste your credit. Change the line. There is no 4g in Melaka. It's better to use onexox. No hidden charges!"
2020-03-03 12:15:24+00:00,onexox6,,"Hi bro, try using the onexox line, there is no data speed restriction, if the data is not exhausted, you can carry forward to the next month https://t.co/0eG3rsREzM"
2020-02-15 13:02:40+00:00,_malvr38dett,"Stamford Bridge, England","@Zackyzack15 @mielalaaa @ladyofpeace_ @XavierNaxa Onexox plan is the most economical bro his line is under celcom. Even better than celcom/Tunetalk because we don't have a capped MBPS speed 😋 PM interest 💪🏼

B89DB - unlimited internet/hotspot
#PatuhSyariah https://t.co/yk4JjqxXjs"
2020-02-15 13:00:45+00:00,_malvr38dett,"Stamford Bridge, England","@adibcip Onexox plan is the most economical bro his line is under celcom. It's even better than celcom because we don't have a capped MBPS speed 😋 PM interest 💪🏼

B89DB - unlimited internet/hotspot https://t.co/Ba4a8as5br"
2020-02-15 12:55:00+00:00,_malvr38dett,"Stamford Bridge, England","@syedaaliff @XavierNaxa Onexox plan is the most economical bro his line is under celcom. It's even better than celcom because we don't have a capped MBPS speed 😋 PM interest 💪🏼

B89DB - unlimited internet/hotspot https://t.co/uay3YFhs42"
2020-01-10 07:08:22+00:00,jeansbiru,,"@JabirMfth Onexox is still good, line is stable, excess data/calls can be carried fwd, x burnt out"
2019-12-07 23:13:19+00:00,aznirulfariz,Putrajaya,@ajimomarinos Let Malaysians use the ONEXOX phone line to support this komanz team.. it's not expensive.. https://t.co/JG547hISfa
2019-11-05 06:24:58+00:00,charlesabin,"Kota Kinabalu, Sabah","You want unlimited quota but you want to launch fast, wide coverage without day and night breaks like ONEXOX but you want to pay the price of RM30.

It's like asking for unlimited lifetime medical card, CI cover, getting hospital income... https://t.co/6sbcTWvQ9I"
2019-10-03 07:25:27+00:00,achik_sensei,"Kuala Lumpur, Wilayah Persekut","FASTER, MORE & SAVE MORE with ONEXOX BLACK...(NEW DATA BUFFET)
.
💥 UNLIMITED data
💥 No HOTSPOT Limit
📞 Unlimited Calls
🚀 No data restrictions
📡 Widest coverage
📝 No hidden charges
📲 Can keep the old number
. https://t.co/sodN3aEKWK https://t.co/S5RInThzaU"
2019-06-17 23:59:12+00:00,azleesyam_,"Kota Bharu, Kelantan","What's stopping you from switching to ONEXOX?

Question: Afraid there is no coverage 😭
Answer: ONEXOX uses Celcom coverage. Where there is Celcom there is definitely ONEXOX too :)

Question: Afraid the internet is not fast… https://t.co/TDalAvT4Er"
2019-06-11 15:38:35+00:00,norazwan97,,"@bihahmalek @MaxisListens Mr. If you use postpaid, why don't you try Onexox Black. Monthly RM59 only with 12GB data + unlimited calls. No contract. Not satisfied can port out. Celcom coverage. Data can be carried forward if not used up."
2019-06-07 06:35:35+00:00,azleesyam_,"Kota Bharu, Kelantan","Why do users keep using the #ONEXOX line?

✅Save and worth it
✅ Extensive coverage
✅ High-speed internet at all times without interruption
✅ Balance of GB, Mins, SMS is not consumed and carried forward
✅Easy to make payment/topup (even online... https://t.co/M1rvYCIcv2"
2019-06-07 06:34:41+00:00,azleesyam_,"Kota Bharu, Kelantan","Why do users keep using the #ONEXOX line?

✅Save and worth it
✅ Extensive coverage
✅ High-speed internet at all times without interruption
✅ Balance of GB, Mins, SMS is not consumed and carried forward
✅Easy to make payment/topup (even online... https://t.co/s6znGh33aJ"
2019-05-26 10:32:54+00:00,azleesyam_,"Kota Bharu, Kelantan","Why do users keep using the #ONEXOX line? ✅Save and worth it
✅ Extensive coverage
✅ High-speed internet at all times without interruption
✅ Balance of GB, Mins, SMS is not consumed and carried forward
✅Easy to make payment/topup (even online... https://t.co/TAll8Xgo9Z"
2019-05-01 04:59:51+00:00,bssperkasamaju,negeri sembilan,"Do you want to CHANGE YOUR HP PLAN to ONEXOX BLACK? Want to keep the old number?
Do you have an Old Telco Plan Blacklist?
.
🔰Celcom coverage
🔰 Blacklist can be registered
🔰No Waste, Everything is brought forward
🔰No Day/Night split,... https://t.co/7vF64Fs8N7"
