Date,User,Location,Text
2023-02-22 06:35:04+00:00,FadhliEliz,"Kota Tinggi, Johor","I'm from maxis, changed to umobile and changed to unifi mobile, now it's celcome, I don't know what to change next, all lines are slow like kimak, cb pay expensive but slow like a pig."
2023-02-14 12:59:42+00:00,HafizuddinBazli,"Terengganu DI, Malaysia","Why is the line in Seremban so bad? In the city area already though. Up the hill again. Waste of paying expensive internet. 😔 Celcom, Umobile, Maxis are all slow."
2023-02-14 11:29:18+00:00,amiranur528,,"@umobile is the most problematic! No line for 3 days. Pay expensive expensive, but the line is like harey!"
2023-02-12 08:44:22+00:00,bdnn_,,"back to celcom after from the days of u until now using umobile. 2018 -2023 🫠🫠. Back in the days of matriculation, Celcome bill was used. It's expensive to be able to pay because before there was no unlimited like this hahah, so the line at matric is not very good. Had to go up to hazirah's room, there was a line to vc mom hahahah."
2023-02-12 01:20:59+00:00,niniscafeee,"Johor Bahru, Johor","There are many telcos, Maxis is the worst with internet lines. The expensive price of Jews then slow to beat umobile"
2023-02-09 15:55:02+00:00,ffyiEXO,exo's messy dorm ,"My umobile internet line is super slow. Seriously 😒 anyhow, what line service provider is good now? The bill is not very expensive, I usually use around 150gb monthly, need to use hotspot cs don't have internet at home. I'll be thankful if it can be used in my kg too"
2023-02-07 07:23:25+00:00,mimrayamim,Malaysia,@umobile not good. Hero P99 has 30GB hotspot. This item failed to be pointed out by the salesperson. I'm careless too. It's expensive because it's 5G technology.
2023-02-03 00:38:29+00:00,aisyah_1208,,"It feels like changing the line to umobile. I'm tired of using xox, the data runs out really fast. Data packages are expensive."
2023-01-27 04:49:56+00:00,aisyaamira,"Cork, Ireland","@ikah1207 I use umobile only rm60 per month postpaid. Hehe, it's okay. Digi pn coverage is good in this klate. There is a cheap package too"
2023-01-26 13:10:21+00:00,admamir3,,"@umobile @Maxis I'm tired day by day every time I play online games it's like cybai. Pay more, but the quality is the same"
2023-01-20 15:55:44+00:00,Nnpoiiiii,"Selangor, Malaysia",What a waste line @umobile tonight. Pay dearly
2023-01-17 02:43:59+00:00,_chenist,Malaysia,"Pay dearly ✅
Line slow ✅
Complaints 1000 times ✅

@umobile"
2023-01-16 04:02:31+00:00,nyxxinz,Malaysia,@fmtoday No. Anwar No. Dap is correct but where is the united No? are you pretending to lose your memory? Do you pretend to disconnect the umobile line? dp is good with specs & nerds but the brain doesn't describe it like dp
2023-01-16 02:36:49+00:00,hakimjerps,,@yentheeb40 maxis is expensive ohhhh and i didn't know umobile was gonna be this bad 😭
2023-01-14 02:51:17+00:00,Ikhml,,"@menysaa I use two digi lines 🤣
Others are expensive. Umobile unifi x can hope."
2023-01-12 12:51:20+00:00,mevius_m_,Malaysia,"@ShoibZahari @anwaribrahim @CelcomBlueCube @Maxis Maxis, celcom, digi, Umobile and unifi all have no substations but conspired with MCMC to cheat customers of spending money. 4 years 80K, e-wallet 400K all had to be stolen and exchanged, what line is this a criminal case."
2023-01-09 06:02:08+00:00,achmadnoorafzam,"Tuaran, Sabah",Relief from the area of ​​Kampung Serusup Tuaran. @umobile outside has coverage as well. I don't know who is wrong. He said ok. He doesn't know that the user is hurt in that place where there is no line. It's ridiculous that he takes the report and then waits a week.
2023-01-09 01:43:09+00:00,achmadnoorafzam,"Tuaran, Sabah","Don't bring it to the meeting. I haven't showered in 3 days in Tuaran land spill born KM Sabah @malaysiakini. There is no water where we are. Even if you want to drink, it's hard to swallow thanks to saliva. The @umobile internet line was unable to enter for 2 days. So much."
2023-01-05 14:40:10+00:00,anisamir1999,,"This umobile line is like a slow snail, you want to pay for it, it's expensive, slow like a snail🤦🏻‍♀️ @umobile"
2023-01-05 14:13:14+00:00,nuraliyanaomi,Somewhere in Malaysia,"@umobile How many times do you want to dm, how many times do you want to give the same details? The last two are also the same thing.. the funniest, every time you just make the payment, that's when you go to the line to do things.. It's expensive to pay, the last two Gini is also what he received"
2023-01-05 09:45:47+00:00,ainaaaV,"Perak, Malaysia",@umobile is really bad right now? Because it's hard to get a line. It's already expensive to pay 😤. Last last E is what he gave me 😫
2023-01-05 00:59:43+00:00,hafezalmohd,KualaLumpurMalaysia,"@fahmi_fadzil @MCMC_RASMI I am a grab car ehailing driver, if the line continues for a while, there is a short break, how can I work because ehailing drivers need a good postpaid internet line.. Umobile should have a back up plan @umobile please YB suggest to the service provider company"
2023-01-04 16:19:44+00:00,luwi_21,"Batu Pahat, Johor, Malaysia","@fahmi_fadzil @MCMC_RASMI Pay the bill on time every month, the line is good too. It's after 9 pm. Line 1 bar. Make a complaint on twitter, after checking there is no network congestion.

Tired of restarting the phone @umobile oi."
2022-12-31 13:19:55+00:00,shamsulpjs,Petaling Jaya Selatan,@umobile @fahmi_fadzil there is a problem with the U mobile line. No line from last night.. Shah Alam
2022-12-30 00:15:04+00:00,MissLofa2,,"@umobile why since yesterday I have no line. Aduyaiii, how do you want to do this?"
2022-12-22 15:05:55+00:00,ares_rizky,,@umobile @raihanzaini umobile is very sad.. there is no coverage/line in the village area.. if you go back to the village you really want to go on vacation.. after the holiday you go to work and get scolded.. because you don't respond to work that involves the internet.. even though you can do work only by phone..
2022-12-20 16:03:14+00:00,rantaro5018,,"@umobile no signal 3 times in one day. I'm tired of using the phone, please fix the coverage, I'm paying expensively every postpaid month, can't I listen to my own customer's opinion?"
2022-12-19 17:30:36+00:00,cek_pik,,"@umobile I used to use u mobile for many months.. but I can't stand it, there is no line.. when the call service gives the reason that the line is given to people who pay expensively.. so those who pay not expensive here accept the fact that there is no line... It's been 2 years since I left u mobile, remember the I line problem is ok.. apparently it's the same..."
2022-12-19 08:56:08+00:00,AzRiskk,"Putrajaya Federal Territory, M","@umobile why is there no service right now, I pay a lot but there is no line, why?"
2022-12-17 14:44:17+00:00,_chenist,Malaysia,Shit @umobile pays expensive but the line is illegal
2022-12-17 06:53:09+00:00,naimazimi,"Putrajaya Federal Territory, Malaysia",Greetings YB @fahmi_fadzil I am a resident of Putrajaya & also a @umobile user. I have a coverage problem in the home area. Calls & reports to umobile have been made but the problem remains the same. There is no notification from umobile regarding this problem.
2022-12-16 05:05:58+00:00,Izdman1,,"@msianinsight Good @fahmi_fadzil . Control @umobile, line ciput, but the charge has not increased. Takgeti istiqamah about the bill."
2022-12-15 12:43:47+00:00,AvenSuez,,@SinarOnline Line is getting slower. It's fun to be able to text to change the line faster. I suspect that the telco makes the line slow to force users to change the more expensive package. Please investigate pls. I use umobile by the way
2022-12-15 12:39:13+00:00,amirulimananuar,Johor Bahru,@umobile @Maxis I used to waste a lot on expensive lines. But lastly cut down spending for the internet as needed. The U Mobile 38 package includes 30GB of internet per month and unlimited calls. The office has wifi. The house has wifi. So it's more than enough.
2022-12-15 05:19:01+00:00,RickThen4896,"Kuching, Sarawak","@fmtoday It's good, especially Maxis, it's very strong. Umobile line is unlimited, but for a while there is a jap line, but no line."
2022-12-14 12:21:55+00:00,starlightfa_,,"Want to ask, other than umobile. What line is okay and not too expensive? My office is a bar only using umobile"
2022-12-11 10:54:01+00:00,aminjasni_,JHB,"Please suggest which telco is a postpaid/prepaid line that is a bit stable & not very expensive?

I really like this umobile."
2022-12-08 09:57:57+00:00,shafiqzefrii,"Johor Bahru, Johor",Can you suggest a good line? Don't use #umobile
2022-12-06 12:13:11+00:00,syafinorzizan,Malaysia,"umobile if you don't brag, it's not valid, pay expensive but the line is slow anyway 👎🏽"
2022-12-01 15:49:35+00:00,marcmohd_,Kuala Lumpur,"@fiihazmii Umobile celcom, maxis is expensive but coverage is good"
2022-12-01 02:28:33+00:00,Tweettrend4,,@umobile admin Puncak Jalil Seri Kembangan no line luckily I have unifi crazy since yesterday no line
2022-11-22 13:43:59+00:00,paei8687,Shah Alam,Stupid has @umobile.... Line is like a pig snail... You guys are just like Malaysian parliamentarians... Peeing feet... Pay expensive no Line... Want to report @skmm with @kpdnhep https://t. co/6YpCZNSi2c
2022-11-22 10:13:06+00:00,bxngpy,"Earth, Dimension D-99th",@umobile bad services 👎👎👎👎 I DM for almost 3 hours without any response. I'm here using the hotspot to open dm report. slow customer service!
2022-11-18 14:24:48+00:00,eiha_ELF,Sapphire Blue Ocean,Umobile has a line today like ughhhh 😤..it's a test of patience..it's expensive but what's the line like anyway
2022-11-16 07:58:20+00:00,_oyeeoyee_,,"@umobile SUCKS!!!! Even if you pay a lot, there is still no line at this house. MOIST"
2022-11-12 14:42:14+00:00,hweng19,,"The TV at home is broken, the umobile cam line is illegal for one day, I can't go to Ipoh to eat well, I want to buy a flight ticket but it's crazy expensive, I want to go on vacation at my birthday but I have to vote, my depression era is really coming back 😭😭 so stress 😭😭 head about to explode today"
2022-11-02 11:38:50+00:00,flowra2706,Nowhere,"@thefaizzainal If you want to compare celcom, maxis and umobile, even though it's slow so far I use maxis the thickest. Go camping and fight with other members for a hotspot because the others don't get coverage. Even in Putrajaya, you can feel the maxis difference with those two. It just feels expensive to use this maxis"
2022-11-02 05:57:59+00:00,FatihahJohan,"Johor Bahru, Johor",Umobile 5g hope it doesn't screw up again. It's expensive to pay for his line. More if it's okay. 😌
2022-10-30 14:05:14+00:00,muhammedazlan,,Line @umobile is really bad. DM since September no response. 🤬
2022-10-29 10:56:16+00:00,Ifanp7,,"@xexeyaya Switch to xox yaya, it's a little expensive from umobile but worth it because he uses a celcom line"
2022-10-24 15:56:07+00:00,Syazwani_melaka,"Malaysia, Melaka","Because the line is so expensive, is it easy to have a problem with the line now? @umobile"
2022-10-24 12:04:38+00:00,nathasyahnizam,,What other lines are good? because I'm already fedup with umobile 😌😤
2022-10-22 13:20:47+00:00,the_mbo,Malaysia,complain no matter what line @umobile is still bad. Is there another good option?
2022-10-18 10:37:37+00:00,ImanZachos,BUMI ALLAH S.W.T,Hahaha same! Use postpaid since from webe then change to unifi auto slow fun no line. Expensive month² don't say then now use prepaid Umobile. Moist is lazy to curse because it is the cheapest.
2022-10-15 01:28:36+00:00,midifafath,,"@umobile line is getting worse!! Then there is no charge reduction?! I don't know, the system and line are bad, fix it.. you have already swallowed a lot of people's money, but there is no change.. 😪😪😪"
2022-10-14 04:23:24+00:00,Ros_Amanina,Galway,"@FatimahHajar That's it.. I used to use umobile.. then I always had no line at the hospital, changed celcom once and took the phone.. closed my eyes for 2 years and paid dearly 🥲🥲"
2022-10-11 12:34:59+00:00,adiezain_11,JOHOR paradise,"@xzayrazeex @emrhqm At the mall, you can hotlink on the celcom side, on the digi side on the umobile side. Haha. Org can choose the best. But that's the telco owner saying that no one is Malay yet. Trading is the same thing, this is not a competition to see who finishes first. After all, it's pretty good. Their fortunes"
2022-10-11 06:52:19+00:00,miwaa_safiah,,"It used to be when I bought a nom umobile diploma, I bought a maxis degree instead 🥹 I'm so disappointed with celcom, it's so expensive here and there lmbt 😮‍💨"
2022-10-09 08:31:37+00:00,mirah_yazid,Melaka,@umobile why is there always a line every Sunday afternoon? Why? Byr mahal ii line like this? fix it ASAP
2022-10-03 00:24:25+00:00,ikhwanmanab,Itaewon,"Greetings @umobile, why is there no direct line on my phone? I can't call you"
2022-10-02 12:16:02+00:00,mfayad31,"Rawang, Selangor","@umobile hello, please check why the line at my house is different than this week

I have taken an expensive plan, unlimited Internet but video calls are also bad. Line please check area: Bukit Besikut-Jalan Seramak 3A"
2022-10-01 12:42:52+00:00,hairulwashere,,"umobile is also a fool, coverage even in the city is dying, there is no heart to tell people to switch to an expensive package 🖕🏾"
2022-09-30 14:04:52+00:00,nafisahnabilahh,"Selangor, Malaysia","@umobile, you are paying expensive, so you want to pay ontime for work, but the line is long, the problem is 😤"
2022-09-24 03:33:50+00:00,chee_yaw,"Kuching, Sarawak","@simplelifeblue @hfshzhr Malaysia doesn't have a good telco line everywhere. Even Umobile, Celcom, Digi have some places with bad line problems"
2022-09-23 07:23:24+00:00,ermanrahimmm,"Batu Pahat, Johor",Umobile postpaid is good because most places have a line. But there are very few hotspots. Had to change Unifi mobile back..
2022-09-22 02:50:33+00:00,rdnaiman,"Kelang, Selangor","It should be a fast line like that. @umobile spend 20gb. Haa, it was good yesterday, one day, line suwey"
2022-09-21 07:25:20+00:00,mmmark1011,malaysia,"@umobile who has a problem with the subscription suddenly disappearing, just make a complaint. 1 day without Internet line, we are the losers, the people are the winners because no one is using the umobile internet line.

submit a complaint here 👇👇👇
https://t.co/CEihKL9GSd"
2022-09-20 14:04:51+00:00,musabzulkefli,,"@Amad_razak I use maxis.. it's a bit expensive, but the line so far is superb, I used to use celcom with umobile.. when I had rest time at the office, the line became slow, when I got back to Langkawi it was like sitting in a cave.."
2022-09-19 16:47:14+00:00,mamat2005,Kota Bharu,"@eiyzazainal @XavierNaxa I used to take it with umobile..even though it's cheap but their coverage hurts. So now I don't take it. with umobile.. I switched to celcom. It's okay if it's a little expensive as long as it's worth what you pay.. Anyway, check the coverage in your area first..."
2022-09-17 23:17:14+00:00,cececingcong,,Digi is the best. But the bill is expensive. umobile is cheap. But is his line okay?
2022-09-11 13:48:58+00:00,hasan_asnawy,Golden Cherosene,@umobile maintenance every month? Do you notify me? Is it really easy? Pay expensive but the service is so bad? Hellow @umobile im your loyal cust since 2009 tw zaman korg telco ayam2 je please improve wakant. #umobilebadservice #umobilesiput #umobilemakanduitharam
2022-09-07 15:23:40+00:00,HabibMaam,,"I think when I change to @Maxis line it will be better
Apparently it's worse, like going back to the main road @umobile
😤😤😤😤😤😤😤"
2022-09-05 14:19:27+00:00,hr_araaa,ncity,"sorry sespace friends, my line is not good. with that I ask to withdraw

-umobile users"
2022-09-03 13:59:57+00:00,ahmans_,work here,"It's bad, I'm crazy about the umobile line, I want to order an expensive plan subscription lettew"
2022-09-02 15:09:40+00:00,leezrhmn,"Johor Bahru, Johor","What the hell is wrong with @umobile's line, it's stupid to pay expensively, take a little note eh @umobile is tired"
2022-08-31 11:58:11+00:00,hvzwvnfzn,,"@umobile I pay for expensive internet, won't you give me another siput line? What's the problem with your telco? Do you want to work hard?"
2022-08-29 14:19:39+00:00,syafinorzizan,Malaysia,"hahaha umobile u so funny, pay expensive but the line is like 🐽🐽🐽"
2022-08-28 08:31:59+00:00,mustaqimharun96,,"@umobile, your grandfather's head is too fast.. it's too bad, pay a lot but the line is short.. I want to downgrade the p99 plan to the 38 plan, how do you do it?"
2022-08-25 03:43:05+00:00,lawxkun,"Kuala Lumpur Federal Territory, Malaysia","@izzulftbl Maxis is more about coverage okay + if you can get it really fast that's why he dares to put an expensive price. Umobile is cheap, but the coverage is hard to get, so who can get a line, he really knows how fast this umobile is"
2022-08-11 15:17:08+00:00,zulll_zz,Malaysia,"@umobile It's broken because u mobile is expensive but the line is slow cm harey, things that want to be fast become slow"
2022-08-05 15:53:24+00:00,sarrah_____,,"it's good, my umobile is crazy fast outside at home, there's no line, I have to use wifi hahaha win win ah, it's not a waste to pay for both"
2022-08-02 11:11:06+00:00,dyranajib,"Selangor, Malaysia","This Umobile, I don't pay a lot of money to get a slow line, you know. Even snails are fast!"
2022-07-29 06:36:21+00:00,zuhairirashid,,"This umobile is stupid, it's expensive every month but the line is broken"
2022-07-27 14:34:58+00:00,faezahazamrie,Malaysia,"is umobile from here? people who don't want to upgrade have to slow down the line, it's getting more expensive"
2022-07-24 15:53:42+00:00,Nurlina58036427,,"@umobile Why is it today that the umobile line is getting longer? Fix ur line quickly. It's slow. People want to use it. It's getting harder. It's getting worse. The umobile line used to be good, now it's getting worse."
2022-07-24 14:21:44+00:00,chronyvibes,🇲🇾,"Digi Line is weak at home, Maxis is the same, Unifi Mobile is just as sluggish. Celcom, members came home complaining that the line was bad. After this I want to try telco Umobile or Tone Excel. @unifi great promo service hauk. Pay expensive cicai service."
2022-07-22 17:29:46+00:00,hrzhnffff,he/he,umobile kimak fuck you fuck fuck pay expensive expensive line like pukimak fuck you umobile
2022-07-13 12:09:20+00:00,ftrshah_,Wilayah Kuala Lumpur,@umobile wants to strengthen the coverage in Kg Limbong Terengganu.. I've been in 3 times to complain and still nothing has changed
2022-07-11 09:46:16+00:00,amnzha,BKI,"about to lose my damn mind, umobile doesn't have anjingdgsgs line"
2022-07-10 10:26:00+00:00,JuweeD,,"Friday, Saturday and Sunday
No internet line...
@umobile
In the middle of the city"
2022-07-05 15:03:08+00:00,_Elyssss,,"@umobile I feel like I've complained about slow line many times, it still doesn't improve! I pay a lot, the line is like haram, I always get it👍"
2022-07-04 10:41:59+00:00,aishah0326,,"no wonder when it rains, you have to line @umobile one bar. pay a lot of money every month but it's a snail's pace. 🤦‍♀️ astro siblings, when it rains, the line disappears 😪 https://t.co/AXUYOdDAvh"
2022-07-04 07:38:10+00:00,alai_snow,Below the wind,Hello @umobile why is there no line at all?? Don't upgrade the system again bro
2022-07-02 15:22:23+00:00,shiedaziz,Johor Bahru,"@umobile Line is already slow, I'm having fun with no internet every time I'm near this house! Extremely temperamental! Indeed, change the plan next month! Pay expensively every month but there is no internet or line? Apooooo 😏🙄"
2022-06-27 14:03:52+00:00,_fairoze,"East Blue, Grandline","Umobile is a pig, what's the point, I can't open it. Paying every 2 months is already expensive but the line has direct coverage. I'm not sitting in the forest, I'm sitting in the city"
2022-06-21 11:57:48+00:00,amnazdon,,"@umobile hi, why is the line so bad? I pay for this line, even though it's not the most expensive plan, but I pay every month."
2022-06-20 14:45:18+00:00,tiada__username,🇲🇾,The umobile line is getting worse and worse at my house. Seteghesss!
2022-06-19 08:43:53+00:00,Caspincy,,"@umobile I have no line from 9 pm (June 18, 2022) until 6 am (June 19, 2022) after that I sleep so I'm not sure what time it will be available. At 3 pm I woke up and the line was already there. Yesterday line e."
2022-06-18 16:30:21+00:00,Caspincy,,@umobile why is there no line all of a sudden 😭
2022-06-15 04:22:12+00:00,muzaffarshamil,,I have a course near Hulu Selangor but there is no @umobile line. It's good to be able to afford it. Fortunately there is this wifi.
2022-06-14 10:47:43+00:00,yinsflmrn,,"@shrdzn_ coverage follows the place, right? I have maxis a little bit from umobile. the internet is a bit painful because it's expensive"
2022-06-11 13:49:13+00:00,zhrzainudin,"Johore, Malaysia",@umobile why is there coverage for a while this week and for a while there isn't.
2022-06-11 10:48:31+00:00,nazrinhafiz,joho,@umobile My house is at No. 23 Jalan Perjiranan 9/16 Perjiranan 9 until now there is no internet line. Complaints have been made twice. Please send the technician a check at my house. I'm tired of not being able to access the internet. Let me take the unlimited package. That plaque is expensive. The previous complaint number is 638 8444 3
2022-06-06 13:18:00+00:00,yejiapsabtob__,✋🏻👆🏻💙 ,"@multifanzone In the past when I was studying near Cheras, umobile could handle the slow line there, so I changed to unifi, but unifi is useless 😪 now it's expensive. Are you using postpaid or prepaid? For those who have found it on the umobile website now, unlimited data is only prepaid"
2022-06-05 05:59:43+00:00,syamimariffin_,,"Coverage @umobile near Taman Haji Abdullah Fahim, Bertam is crazy bad, please fix it. Subscribe line is expensive but the line isn't okay, it's crazy, I want to use the hotspot and it doesn't work https://t.co/MRi2ODPkrL"
2022-06-01 14:20:15+00:00,baelleMINA,🇲🇾,"@jeonguinn Wow, it's crazy to watch it live. I watched for 5 minutes then gave up because the internet was not much. Umobile right 🥲 you go stop by your cousin's house where do you know the line is okay 😂"
2022-06-01 07:35:00+00:00,SpeakerNetizen,"Бор, Нижегородская область",@Bossbm17 @dermainejupri @umobile @AnnuarMusa @RameshRaoAKS @RameshRaoAKS please book Grab to read it... how good is line x... or subscribe to this line... @Zackrie1311 do you have more SIM cards?? https://t.co/n6WGBLazUC
2022-05-31 22:54:45+00:00,watermeloncatsy,,@qammamama Celcom is okay but very expensive 🥹 if maxis sokmo there is a problem with coverage. Try digi dough? Is it Umobile?
2022-05-31 10:20:53+00:00,Mo_Nica_101,,"@umobile bro, how come the line has been there for the past 2 weeks, sometimes the line is lost, I can't find it straight away. It's okay bro, many people have already complained and are fed up if the service is expensive but the line is like a ""snail"". I'm typing this on line xde. It's a pity to pay so much but hmmm... 🗿"
2022-05-22 07:31:03+00:00,JrSyaz,Sungai Petani Kedah,@umobile Why umobile has been so bad since two months ago... it wasn't like this before... now it's so bad... it's crazy slow.... it's late at night... it's slow at night.... it's enough. ...I don't know if the line can be lost.
2022-05-21 16:45:50+00:00,unaiella,,"I used to faithfully use maxis but it was very expensive and then the data was slow. Last2 there is Umobile free call and keep changing. But now Umobile is ok, it's just that when I otp I always get scolded by the sound of the line being disconnected."
2022-05-20 03:54:42+00:00,snursyahiran,kuala lumpur,"Irony, I want to make a complaint @McmcReact @MCMC_RASMI but the complaint portal hangs... 🥲 please fix this. Banting area has no @umobile line since yesterday. I've made a report and there's no update https://t.co/pHTD6bity6"
2022-05-17 14:01:43+00:00,hadifaiman96,"Virginia, USA",It's stupid @MaxisListens pay a lot for line like umobile. Stupid.
2022-05-14 09:07:00+00:00,_blairz,,"Hi @umobile, what kind of line problem, can't you call people? Paying a lot of money for a service like this is useless"
2022-05-12 11:30:37+00:00,jxws9,,Why is the @umobile line getting worse now? 4G full bar used to be okay. Now the 4G line is only 1 bar. Do you know 4G is not 4G+? Won't you have to sit outside the house every time you get 4G+? It's expensive to pay too
2022-05-04 16:00:00+00:00,ain_ilmi,,"Yes, Umobile is good! When you want to enter shopee sale, you want to change the line to E too. Best timing 👏🏻"
2022-05-02 15:46:14+00:00,sicjer,Nowhere but anywhere.,Amend this maxis line. Umobile is good in this village. What do you have to talk about?
2022-04-30 16:34:09+00:00,itzmeaisha_,Hope World,"Ya Allah, umobile kindly please fix your line here at Pasir Putih, Kelantan.
pay a lot but the line is like a snail...how leyh 😭 stressed enough already dear"
2022-04-30 08:25:35+00:00,AlishaHashri,Kajang  Shah Alam,There is still no DATA. It's not that there is no line. He has no direct data. Oi umobile. First time I feel bad. Hmm. Don't let sis change telco @umobile
2022-04-28 17:41:33+00:00,_ruzaini,rembau ,"This umobile is really good
.time2 want to continue using xde line .."
2022-04-26 06:55:12+00:00,ash_093,,"@Meowruddin @helpmeunifi @unifi I don't have much experience, just tried using 2 telcos.. Haha
But who knows Maxis is a bit expensive. Umobile is relatively cheap, but the line is sometimes slow. I like Umobile because a top up of RM 30 can be used for up to 2 months. Because the account is not active, you can use the data, as long as there is a purchase"
2022-04-20 02:46:03+00:00,SitiIdayuuu,Bangi - Muo    ,"@MuhdKhai97 @umobile Hahahaha hareyy, tukor line tukor line. If you sit at kl, umobile is not good. Why don't you just sit down at 🤣🤭"
2022-04-16 18:00:16+00:00,teyadgaf,,"UMOBILE PLSLA IS LIKE A STUPID, it's so slow, why isn't it finished under maintenance, until when? until the end do you want to under maintenance?! please make people's work easier, paying expensive is not cheap, I swear I swear SICK AF LINE UMOBILE"
2022-04-16 13:30:03+00:00,monorocket_,,why umobile has no line since the afternoon 😭
2022-04-15 13:49:55+00:00,teyadgaf,,"I'm crazy, every day with umobile line, it's slow, no, I REALLY LIKE TO MAKE PEOPLE HARD. I've paid a lot of money but it's still slow for almost 2 weeks now."
2022-04-14 09:33:43+00:00,alisyarazak,,It's a waste to live if you use an expensive phone but use the umobile line 🌝
2022-04-13 14:15:48+00:00,Ikram9261,,"What's this @umobile line 4g... Internet speed 0.3kb/s, it's expensive internet.. when I call, I'll be told when the 3g upgrade is finished https://t.co/7HQPIslQ8N"
2022-04-06 08:59:01+00:00,y4d1nnn,"Rawang, Selangor",You shut down the company @umobile paying expensive expensive line snail!
2022-04-06 02:53:41+00:00,hdyhamira,"Kedah, Malaysia",Bayaq umobile is expensive expensive line slow haih
2022-04-04 12:45:31+00:00,naienwho,,"Hello @umobile why is the line so slow?
Tired of paying expensive slow line plans like this"
2022-03-31 01:36:23+00:00,faiqsem,,"@umobile eh bastard....is it good to eat customer money?? People are tired of paying expensive ii line but the speed of the line is like a pig's tail, why are you pukimak?? Setelite you're going to the dog... I'm tired of paying every ii month for a fast tenet but it's just like Kimak... you bastard 👎"
2022-03-29 17:14:17+00:00,yusufhamdani_,"Johore, Malaysia","@umobile I really don't know what to do if the tower is damaged, pay a lot of money but there is no line fuhh"
2022-03-29 12:55:06+00:00,_ilhamahmad33,,"@umobile hi umobile, why is the line in Sungai Limau, the service number should arrive?? before it was good, two or three days it's fun one bar or no service???"
2022-03-27 00:12:04+00:00,xpiaoliangx,Caratland,"It's like you can't watch #SVTinCARATLAND today. Line @umobile still not recovered. :) Use maxis internet is expensive 😂 watch until 3 o'clock, if it's still not good, just watch the delay. :)"
2022-03-25 10:20:58+00:00,_aizadamjr,aqila,"it feels expensive, my umobile line is more than 71. Want to change to something a little cheaper?"
