Date,User,Location,Text
2020-10-11 08:25:13+00:00,ownbyhashim,"Selangor, Malaysia","solid internet. Let's switch to redONE postpaid, celcom coverage, unlimited call & unlimited data, 20gb hotspot 😱😱😱. blacklist accepted, number can remain. new .No contract 🚀🚀 . DM for those who are interested. https://t.co/2ppOiE0oes"
2020-10-11 06:21:12+00:00,qielsey,pain,@XavierNaxa @Celcom It's a bit unfair yes redOne under line celcom so we are also affected during the day but no offer is distributed to us :(
2020-10-07 01:48:40+00:00,ownbyhashim,"Selangor, Malaysia","solid internet. Let's switch to redONE postpaid, 1 month free, celcom coverage, unlimited call & unlimited data, 20gb hotspot 😱😱😱. blacklist accepted, number can remain. new .No contract 🚀🚀 . DM for those who are interested. https://t.co/QAPYXWbZE7"
2020-09-21 14:19:58+00:00,yenxxx_,,Penatla with this redone 😤 just pay expensive but the line is like cb isn't it
2020-09-20 02:51:57+00:00,ownbyhashim,"Selangor, Malaysia","first month free interested in changing to redONE postpaid?‼️, Celcom coverage, all high speed data. no contract, you can still call with 33/60gb data. you can keep your number and no. new. blacklist is also possible. DM quickly guys. 🥰 https://t.co/BfLFHMtyhR"
2020-09-14 02:34:29+00:00,khairunnisa0828,"Rawang, Selangor","@erifugu Eh nisa misread hahaha nisa remember teyra asking what font to use. So far, the redone is okay, I can use it. Beautiful line. It's just a little expensive"
2020-09-07 06:45:09+00:00,aina_sab,,Bulls**t has RedONE! It's ridiculous that you want to spend the customer's money. Line like 🐽. It's expensive! If you don't think it's an old number... you're really a mamp**s there!
2020-08-22 23:36:13+00:00,hishamredone,air hitam,"Let's switch to redone, it's definitely the best
There is no contract
Blacklist we accept
PM me if interested @ Jitra, Kedah Darul Aman https://t.co/0ThieFFTSr"
2020-08-16 02:32:41+00:00,_syafiqyusof_,,"@atiqalim celcom. celcom has many subsidiaries including tune talk, yodoo, xpax, redone etc. Mybe, as per his line, it's ok. I don't want to say fast, unifi is the fastest but a little expensive. Right now I don't see that the line is ok or has fiber optic, it will come out soon. heheheh"
2020-07-28 03:16:14+00:00,tyhafatihah1,"Johor Bahru , Malaysia","Who is using maxis digi celcom redone umobile onexox who thinks tenet is expensive plus line is not ok

I'm quick. I have a tunetalk sim for sale that has gone viral and saves money. The line is cunz!"
2020-06-17 11:53:42+00:00,macchiatto__,,@NrlAyrien Yes coat. My mom and dad also want to change because this redone is expensive😭 plus the wifi is also doing things very well for him. So like to terminate the wifi at home and each use the data. so I want to confirm that it is a new plan and not a promotion plan
2020-06-03 08:53:58+00:00,syahfie9,"Ampang, Wilayah Persekutuan Ku","I want to know which line is good if it's like digi, I know it's more or less a jew line, so I want to ask Redone or Celcom which is ok?"
2020-06-01 14:09:38+00:00,bassimaofficial,"Selangor, Malaysia","Who is lazy to topup every month but want to save? Use RedOne, because it's postpaid!

Don't worry, it's not expensive monthly, only RM38!

Get 33GB internet & FREE CALL too 🤯

Can keep the old number & Celcom coverage

https://t.co/yISozLkQft"
2020-06-01 14:07:25+00:00,bassimaofficial,"Selangor, Malaysia","@Nakborak Who is lazy to topup every month but want to save? Use RedOne, because it's postpaid!

Don't worry, it's not expensive monthly, only RM38!
Get 33GB internet & FREE CALL

Can keep the old number & Celcom coverage

https://t.co/yISozLkQft"
2020-05-20 17:27:32+00:00,izzuddinasri,"Pahang, Malaysia","@prttyaff Now use line redone. The plan is also very expensive, only rm55 per month"
2020-04-17 12:41:20+00:00,hakeymey,"Perak, Malaysia","Lazy to topup every month? Use RedOne because it's postpaid!

Don't worry the monthly is not expensive because you can get 33GB for RM 38! Free calls.

Can keep Celcom number & coverage. Interested can PM 😄
https://t.co/PCDupMAxCP https://t.co/hxix0LkcCF"
2020-04-01 09:59:54+00:00,abdullah_e21,IIUM,"Hi @umobile, why do you display a 4G line but no internet at all? The prime area of ​​Sri Gombak. Ni begging for a RedOne hotspot. Ermm.."
2020-03-30 15:43:44+00:00,intandiamond896,"Negri Sembilan, Malaysia","Is umobile really slow? please, I pay a lot every month, the line is crazy slow. I use redone, pay only 30, it's fast. It's okay, I want to transfer the number to redone if possible. this is bad"
2020-02-16 16:52:12+00:00,athirahsam,Stars,"@yanaazm_ Ahaha, try it haha. I have not used redone yet. Ecen is expensive but it's fast because it's a celcom line. But I don't even tune talk, but it doesn't matter"
2020-02-14 00:20:17+00:00,a_jeera,"Pekan, Pahang","@fara_deeba If you want cheap tune talks, babe. Digi is ok, but since last year it has become expensive, not affordable. I use the redone line 1 again, so the second one is cheap. So far ok with tune talks"
2020-02-13 12:14:16+00:00,shwsyz,Johor,Company Redone telco sponsors Team Terengganu FC. His Majesty the Sultan of Johor is one of the largest individual shareholders in company red one. The best. Johor Terengganu separated. Help each other.
2019-12-16 14:59:17+00:00,dnesyh,,"Thank you for this redone line. It's good that it's 4g, it's full bar, but it's slow when you want to reply, people are crazy slow to tick like me, just use basic data. When I open it, I don't want to say how many times I refresh. Urghhhh"
2019-11-14 10:27:01+00:00,i334t143im,Kuala Lumpur,"@F1rdaus31 Redone rm38 8gb data and unlimited calls. So far I have no problems because he has Celcom coverage. Celcom has an expensive plan, I don't want to redone it cheap"
2019-11-13 05:41:21+00:00,Aziee_95,,still problem with the line #celcom ????? adoiiiiii good luck morning-evening use office wifi..at night I'm languishing..adoi... celcom oh celcom..! It's celcom's redone right!!!. Big moons are expensive.. but the line is like a snail......!
2019-11-04 15:17:16+00:00,El_Nino96,,"@airulaiman_ Not sure if he has an unlimited package or not, try it https://t.co/o3xKI87LbN . This tweet is just telling the redone coverage doesn't disappoint like some telcos...where else is 4G...my village has 4G huhu...there is an expensive telco plan...but the service is always E and the netizens are angry huhu"
2019-11-03 08:36:30+00:00,acapp194,Johor Bahru,@amirMATSUMOTO @umobile Go back to celcom / cri redone.. how come this line is sdp just clcom is expensive skit n redone small data
2019-10-24 13:20:44+00:00,syvfiqamir,"Manchester, England",@sethphinoccio Sorry to go off topic. Want to ask if using redONE line is okay? Isn't it expensive? What is his package?
2019-10-09 01:32:14+00:00,Zaryna84,"Banting, Selangor, Malaysia","@itsmeSyazana The maxis price is expensive, but the line.. because the price is expensive, I changed to RedOne.. the line is not very good, but the price is cheap."
2019-09-01 09:06:05+00:00,AfizKieran,,Line Redone is also good...
2019-08-24 00:41:10+00:00,fikrirakozrosly,"Kuala Lumpur, Wilayah Persekut","The poisoning work continues... Line-line and expensive prepaid will be processed a lot

He said weekend que 1500 cars here (driver source). Scatter scatter, don't scatter

#simcardviral #fikrirakoz #redone #celcommerah… https://t.co/B6umRBd486"
2019-07-28 01:53:06+00:00,xulhlmi,"Kuala Lumpur, Wilayah Persekut","Geez! I want to ask, is the @Celcom line not near shah alam and kl? I feel like I want to change it because internet redone is expensive"
2019-07-16 09:32:56+00:00,fxxhns,Malaysia,"@the_syahmi If you want Celcom coverage and speed, but don't want Celcom to be expensive, go for redone. I don't use it. Satisfied"
2019-07-15 12:35:50+00:00,ShahiirahAsmaa,"Selangor, Malaysia","#helpme what's the best line to use now? I want a lot of data and unlimited call to all networks! 😬 Before this, my sister used celcom but it was expensive and there was little data + no unlimited call. Then use redone (postpaid) always with a hidden byrn that you don't know. So do you have any suggestions on what line is best?"
2019-07-13 15:09:38+00:00,sonofaw,,This redone is the one I paid the expensive bill for dog coverage
2019-07-04 04:19:30+00:00,kuahkacang1912,"Terengganu, Malaysia","Which telco is your choice?

Celcom
Digi
Maxis
Umobile
TuneTalk
Yodoo
Redone
Xxx

If other, state. I want to see which telco is good. Even now the TuneTalk plan is nice too. But it's nice if the coverage is destroyed and useless."
2019-06-25 01:26:50+00:00,acoms,"6.228911,102.094013","It's really not good #redone. You want to terminate the line, there is an unpaid bill of RM9 and you have a deposit of RM50.

If you pay the supposedly final bill, then the line will move and you have to pay another bill... https://t.co/2BxLpyyslY"
2019-06-06 11:43:38+00:00,EcaAziz,Semenyih,"Haihhh use the redone line okay, data is expensive, change the tune talk, the price is not bad but the line is bad. #sisstress"
2019-04-25 03:29:16+00:00,ilmannnsya,"Muar, Johor","I feel like I want to change the Redone Line.. What line is good, er"
