Date,User,Location,Text
2023-02-28 09:02:43+00:00,ainnnMohd,,"Used to use maxis but had limited data. Like 40gb but not enough for me. You must change Celcom to get unlimited data, even if you live in a high-rise building, the call line is stuck, just like in the forest. Two or two expensive I pay. That's right."
2023-02-28 06:46:56+00:00,nasyatulsuraya,,It's stupid that celcom is paying so much for upgrading the sim but the line is still easy
2023-02-27 07:28:41+00:00,Dragreen88,,"It's true that my phone is broken, I went to Celcom to do it... Bankai paid expensive lines like tenuk"
2023-02-27 06:51:25+00:00,IniAlalalannn,,"Greetings YB @fahmi_fadzil, for 3 hours @celcom users in the northern region from Perak to Perlis have no network to make calls or use the internet. Please assist us, because Celcom is slow to work like his internet line"
2023-02-27 06:43:53+00:00,coppralulu,Malaysia,"My member threw the broken phone, apparently the celcom line is down hahaha regret is meaningless #celcomokketu ????"
2023-02-27 05:31:33+00:00,outofservice96,,"@Celcom what's the story? Pay the bill on time. It's expensive, but the line is just like that, I don't want to say it to make it more sinful."
2023-02-27 04:38:53+00:00,asaipenang,,"Hi @Celcom, my contract is over in 3 months, I don't want to use it, any good line recommendations?"
2023-02-27 04:16:05+00:00,lilichaenisoo,she/her,Celcom line is slow but expensive
2023-02-27 04:14:04+00:00,shakeer_ahmad08,Penang,"@Celcom is it serious that there is no line in the middle of Georgetown, Penang? 🥲

Monthly payment is expensive but service out. As of today, there has never been a payment delay but your service is getting worse day by day.

Luckily there is WiFi. 🥲 https://t.co/tGb1rKkBS8"
2023-02-25 06:30:24+00:00,itsmehairul,,Increase Celcom line coverage in Nilai esp around Bukit Melati and Nilai Impian. Pay expensive but the line is like ampeh.
2023-02-24 07:04:16+00:00,amigul,"Malaysia,Lavender Town",@NaimNawrouz @Celcom Are you celcom too? Is this celcom stupid? Noya is crazy because the place that doesn't have good coverage is not a niche.
2023-02-22 07:41:14+00:00,bradermang,,"@501Awani it can be said that all telcos are the same...digi celcom maxis umobile...if you go into a village corner...sometimes even in the city, the line is illegal...byr the bill not playing expensive...subscribe to an internet plan, the chat vibrates, it turns away like... the truth is garbage.. before the time expired, you already cut off"
2023-02-21 14:38:46+00:00,fiezywafie,,That's it @Celcom. It's expensive to pay monthly.. Just line like this 🐌🐌🤬🤬 https://t.co/nsYNDOxjoB
2023-02-16 05:11:17+00:00,hellboy3677,,"@Celcom what happened to your internet line? It's expensive to pay month by month, you know, not a little. Please solve this matter asap. I have to be patient for a week."
2023-02-15 01:08:51+00:00,tareyistarey,Kwangya,"Good morning @Celcom. Why is it so hard to downgrade the walk-in plan in Sibu? I used to walk-in at @Celcom store myself, but ""Eh we don't have downgrade service"". If you want to upgrade the plan, you can also find it in the apps. Isn't it the same @astro. Have a hard time getting rid of it 😭"
2023-02-14 13:55:50+00:00,NK_NJK,,"@Celcom what's wrong with the line at this house, as long as it rains all the internet lines are gone. I'm so tired, it's so expensive every month"
2023-02-14 12:59:42+00:00,HafizuddinBazli,"Terengganu DI, Malaysia","Why is the line in Seremban so bad? In the city area already though. Up the hill again. Waste of paying expensive internet. 😔 Celcom, Umobile, Maxis are all slow."
2023-02-13 03:54:57+00:00,_jangmiel,"Batu Pahat, Johor",This celcom line is really stupid to pay expensively but it's like shit
2023-02-12 13:27:34+00:00,HafizZhm92,KL. Paris.,@anne_nma I have also canceled celcom because it is expensive. Normal use in max 20 gb only. It's just that I have tried other telcos to see if the coverage is okay or not
2023-02-12 08:44:22+00:00,bdnn_,,"back to celcom after from the days of u until now using umobile. 2018 -2023 🫠🫠. Back in the days of matriculation, Celcome bill was used. It's expensive to be able to pay because before there was no unlimited like this hahah, so the line at matric is not very good. Had to go up to hazirah's room, there was a line to vc mom hahahah."
2023-02-07 03:04:27+00:00,Manimaran_Rama,,"@celcom, when it's time to pay the bill, don't play, send reminders.. But if it's tower maintenance, you can't send notifications... When we don't pay, you bar our line people.. But we pay, you don't give us good service, you don't care.. .."
2023-02-05 12:47:01+00:00,notmsbelle,,Celcom pays a lot but the line goes to the sea.
2023-02-05 01:52:04+00:00,khainiz94,"Seremban, Negeri Sembilan","@XavierNaxa That's what I mean. I think it's 5G Yes, it's really fast.
But in terms of overall coverage, Maxis is indeed the best compared to Digi and Celcom.
If not for this reason, I would have switched to another telco a long time ago. Maxis is expensive, but worth what you pay."
2023-01-29 01:58:59+00:00,Marcescens21,,"Really bad @Celcom line lately. Pay expensive bills, poor service. Have to think of another alternative."
2023-01-27 11:01:45+00:00,_emmyyhy,,"@efaperfume Use Celcom is expensive because you can get coverage up to the surgical niche (requirements of outreach work). Plus, the company pays the phone bill. So why not? Hehehe every two years get a new mobile phone. No need to buy. Haha"
2023-01-27 08:23:08+00:00,aishahhhruddin,,"@Celcom why is the data line slow even after buying a 6mbps one, people pay expensive data not to be like a rm1 line 😃😃😃😃"
2023-01-26 11:49:39+00:00,widaaaa38,,Celcom roaming is shit. Pay expensive but no line. Well take the simcard here urghhhh
2023-01-26 10:58:07+00:00,muhdhafiz753,home,Yodoo is good but Celcom line is not easy
2023-01-26 06:08:07+00:00,George55062635,"Johore, Malaysia","@Celcom didn't make any repairs? As in SONG SARAWAK almost the majority use celcom? What is the fate of the interior like us? If you want to do that, you can't line, you can't call in case of an emergency!"
2023-01-26 06:06:00+00:00,George55062635,"Johore, Malaysia","Good evening and good luck @Celcom! Here I would like to emphasize that I am a Celcom user! There is no immediate change in the line, there is no bad line and so on! https://t.co/zUllEY2UXf"
2023-01-26 03:59:03+00:00,qirararara,"Ampang, Kuala Lumpur","By now, Maxis is no longer reliable. Even the lowest fiber + postpaid package is expensive from Celcom. It's 30mbps. The line is like a harem!"
2023-01-26 02:22:51+00:00,rvymzz,,"@efaperfume I want to ask a little question...for example we use maxis, then we want to change to celcom, can we keep the same number but a different line? Anyone please answer sat😭😭. If you can suggest a good plan hehehe"
2023-01-24 13:43:30+00:00,manchef66,"hulu langat,kajang,selangor","It feels like it's been decades since I've been to Pangkor Island... Car rental prices are expensive yet cheap in Langkawi, Celcom Line is slow, YES Disappeared immediately, hanging out with family in Teluk Nipah."
2023-01-18 10:09:08+00:00,NadiaAwin,Malaysia,"Bad line @Celcom. Electricity is not so unifi out. It's been 3 minutes since I tried to download the picture in WhatsApp and Telegram.. It's gone now. Pay dearly, it's time to use it. Nk said the mobile data ran out, just renewed on the 17th. Xlogik used up 50Gb a day while I was at home using unifi."
2023-01-17 12:20:49+00:00,mel_0_0_licious,,"@Celcom hello. Is there an issue with this line? Postal code 57100 KL. Home wireless. I called 019 601 1111 but no one answered. Pls let me know if it's expensive, I'm suffocating. But the performance is ruined"
2023-01-16 13:16:05+00:00,Kaaacitfx,,"The bid is correct, but the line wants to come in 2 weeks ago. This time digi is a little bit ok, celcom is looking at the flat line. Cpt la good line, want to play games. This is now a picture on WhatsApp that I want to download"
2023-01-16 11:31:08+00:00,LinaRamsah,,"It's crazy @Celcom's time in Beluran. All day no line. Today is the third day. Zero. None. Empty. Even to the point where people died, they had to go from house to house to tell. https://t.co/1HjSMylIQ7"
2023-01-15 08:38:44+00:00,LinaRamsah,,Celcom is crazy. From dawn to dusk there is no line..💆‍♀️💆‍♀️
2023-01-14 13:39:53+00:00,piraearthe,,@Celcom and the slow line are no longer separated
2023-01-14 10:17:41+00:00,nong7697,,@Celcom no storm no wind no line no in batu niah miri sarawak..almost 24 hours no line..please solve user problem @McmcReact @kkd_gov
2023-01-12 12:51:20+00:00,mevius_m_,Malaysia,"@ShoibZahari @anwaribrahim @CelcomBlueCube @Maxis Maxis, celcom, digi, Umobile and unifi all have no substations but conspired with MCMC to cheat customers of spending money. 4 years 80K, e-wallet 400K all had to be stolen and exchanged, what line is this a criminal case."
2023-01-12 02:28:06+00:00,tompulingot,"📍LDU, Land below the wind ",Celcom.. where is there no line today? Stupid
2023-01-09 08:30:00+00:00,FadhleeS,,"@digitelco please for the love of God, improve your speed and coverage consistency please. What's the point of paying 200 in total when I can't use it. I've joined @Celcom, isn't it still service like this? From the ""free"" phone offer, it's good to upgrade the service."
2023-01-06 12:33:31+00:00,RiffanNabihan,Ibu Negara Malaysia,"Do you have a line problem? @Celcom. I'm tired. Pay a lot of money, but get a stupid line."
2023-01-05 13:52:57+00:00,mattyunus,,"Please help @Celcom to upgrade coverage in Taman Vista Emas, Kajang. If you are in the house, we cannot receive incoming calls because there is no coverage.
@idhamnawawi
@MCMC_RASMI
@fahmi_fadzil https://t.co/Jlip3tIaez"
2023-01-05 13:11:29+00:00,sSyaz7,,@Celcom dogs really line!!! Pay dearly !!!!!
2023-01-04 23:33:34+00:00,AlyaOrked,,"@Celcom ..: It's a shame that the line coverage near the Kerinchi area (so called Bangsar South) is very bad.... 2 bars for a moment, 1 bar for a second...tup2 disappears straight away.. just pay expensively.. poor service"
2023-01-04 14:04:10+00:00,TTAR24,,"@fahmi_fadzil Sir please investigate this telco Celcom. Since the merger with Digi, the line has become slower. Sometimes close to home no services directly. There are many reports of the same thing. Please people pay dearly 😤"
2023-01-04 13:19:46+00:00,norataj13,Malaysia,"@starennis @fahmi_fadzil @MCMC_RASMI @Celcom I have been using celcom for ten years. 2 years of experience with celcom is no longer relevant. many places where the signal is bad. the ending is so far satisfied with maxis. I suggest, if the line is there, it's good. better change telco and can use the same number."
2023-01-04 07:54:44+00:00,ori_phytopunk,UNSC Borneo Space Tether,"@Celcom @starennis @fahmi_fadzil @MCMC_RASMI I'm sorry YB I know YB has only been in charge of the ministry for a month. But my heart can't take it anymore. Imagine 1 decade of Sarawakians like this. Try to think. If the internet line is good, Sarawakians can do business online or even the assignment https://t.co/qcPzJWcFPR climb the tree to find a line?"
2023-01-03 14:53:03+00:00,deeryq,Malaysia,@hazrinhadi Celcom is so expensive. So far I think Yoodo is the best. Can choose how much we want to pay.
2023-01-03 06:24:30+00:00,shahrulfarid,,"@Celcom Celcom already called me and he said that if you don't want to cut it, don't use a smartphone, good advice, this is how @Celcom serves the small people, it's very good"
2023-01-02 14:37:21+00:00,ArifFikri_,,"@fahmi_fadzil @MCMC_RASMI YB Minister @fahmi_fadzil It's not just this area, even my house in this city area doesn't have a line @MaxisListens / celcom/ all the networks don't say it's expensive to install a substation tower. I / the resident call here use whatsapp call ok, normal call is illegal. Hopefully can solve"
2022-12-31 02:13:32+00:00,OfficialCollenz,malaysia,"It's been 5 days since the celcom line was cut off due to strong winds in Suangpai, Kudat Sabah. But there was no quick action from Celom to restore coverage. @Celcom"
2022-12-30 04:25:37+00:00,ezieeee,"Kuala Kangsar, Perak",@YBzharif Benoo the line is everywhere. If celcom is like chipsmore. It's expensive
2022-12-27 03:18:09+00:00,cIIpeng,0Ag,@SalamPeparu Fhm2. It's good that coverage+speed is combined. Stress weyh loni celcom signal out kt sA. Cannot brain haha
2022-12-26 12:19:35+00:00,sis_wahidah,,gapo la masoalah celcom ni woi byr buke main mahal lagey line musing2
2022-12-25 06:05:13+00:00,qillaahamzah,,Celcom does things every month. Pay expensive line cam harey.
2022-12-24 14:12:36+00:00,sizulykha,Malaysia,@fiihazmii line phone is not available. like trying to buy an expensive internet plan but you can't use it. good celcom good yes two two bro..
2022-12-22 06:57:53+00:00,_amirulanwar,,@nuraneedaizzati @aaimiemaissarah Oh how are you celcom/digi people!!! It's hard for people not to have a line like this
2022-12-21 15:21:29+00:00,hamzah787,,@fahmi_fadzil Please YB minister pick celcom a bit.. even in urban areas line 1 bar... charges are not expensive. Really disappointed with the supposedly great telco but the service is out
2022-12-21 15:01:47+00:00,ijuliets,"Kuala Lumpur City, ","@AisK0pi Maxis is expensive, I've used it, Celcom is the same. Unifi is also expensive but bill. When near Johor, go fast. Back to Penang unifi no line. So far yoodo one malaysia has tried the fast line then the gb is slow to run out 😂👍🏻 except sabah sarawak no longer tried haha"
2022-12-21 09:18:08+00:00,Sayangkucing12,,"@Celcom okay thanks for the feedback. for now, the line is still not okay, there is no direct bar for celcom here. I hope it will be okay tonight 😓"
2022-12-20 13:33:29+00:00,charmainezchry,,"This Celcom is indeed my home, I pay a lot, so I don't have a line"
2022-12-18 13:18:38+00:00,iamsamsss12,Tanah,"Celcom, what's the line like this week bro..it used to be okay, now I've changed the plan, it's getting slower, I'm paying more 😌 @Celcom"
2022-12-17 14:58:05+00:00,maleksantiago,Iceland,Please Celcom install a transmitter like this in Setia Alam. Line @Celcom area loyal to nature like siyallll. Byr expensive haramjad service!
2022-12-17 13:19:08+00:00,ayamjantan03,,"@Celcom doesn't care about people who buy cheap internet. He is more important to people who buy expensive internet. Make a report at the center many times, it's still the same. The line is still slow. No change."
2022-12-17 12:16:58+00:00,hapifml,,"@audifaliq @Celcom Celcom claims that there is no 5G coverage. But the phone is the same iPhone 14 Pro Max model, the same OS version is iOS16.2 and the font is just on the side. Get 5G with a full signal bar.🤣"
2022-12-15 11:19:28+00:00,amalinsuhaini97,"Kuala Selangor, Selangor",The country has updated 5G.. The phone is expensive.. The line at home is still NO SERVICE. Anggukkk dieee @Celcom https://t.co/xvqrGMSWUZ
2022-12-14 14:43:28+00:00,mrdrllr,"Selangor, Malaysia","Tonight, #digi has a full line in the house before this 1 bar, this must be because the merger of #celcomdigi is good! Because those who use #celcom in this house are indeed fullbar. Only if digi gives 5G to prepaid users, it's better!"
2022-12-13 10:16:06+00:00,MarHaneem,"Pendang, Kedah","@Celcom waste your time, pay dearly. Wasap even connecting what you want. He's tired of looking for lines all over the house. pay the bill late, you know you want to be bared. cemei service"
2022-12-12 06:04:09+00:00,nasyatulsuraya,,pay expensive expensive line like damn who else if not celcom 🥱😁🖕🏼
2022-12-10 04:26:27+00:00,bulanyangrandom,,"Lopek is crazy @Celcom line 4G, 4 Bars but the pictures don't even load. Expensive bill, service sucks https://t.co/bRb2PV5V71"
2022-12-09 04:29:14+00:00,lqmnrmli,Melaka,"Celcom's coverage is good, but the stability is incomparable to digi. Celcom blinks full bar, blinks down. Digi if the coverage is okay, not a full bar, go down one."
2022-12-06 15:10:26+00:00,EryNazrii,Johor Darul Takzim. MY,"Celcom has the internet now like I heard @celcom joined digi to become the biggest telco company near Malaysia. But with internet like this, it's better to plug the line pole in the jubor. Pay a lot of money to go up a bar. Fuck"
2022-12-06 11:35:59+00:00,faizfauzannn,Kuala Lumpur,"@LEOSQUEEN2020 @chutcomel Yup, the celcom line is on the inner road, the forest can be used. It used to be expensive, now there is xpax postpaid, it is more worth it to use celcom."
2022-12-06 09:00:47+00:00,int0yuo,,"I want to switch to celcom 😭😭 it's expensive enough to line every month, almost a hundred, that's it"
2022-12-06 08:53:08+00:00,lyaadgaf_,darkness ,"I am the one who uses celcom postpaid. Expensive, I paid almost 150 a month. But since I always go into the forest and always go to areas where there is no line, my line is still 4g and can be a hotspot again. Celcom prepaid line slow 😂 Compared mine to my friends already"
2022-12-06 05:39:14+00:00,LEOSQUEEN2020,,"@vivyxoxoW Aka hang to slander if there is no news link. My cave is now modern, you can use a Celcom/satellite phone line."
2022-12-05 13:13:35+00:00,sakuransandesu,Kuala Lumpur Federal Territory,@Celcom Still no line
2022-12-05 04:16:26+00:00,adddinaaa,,WOI CELCOM EASY TO PAY EXPENSIVE INTERNET BUT EASY LINE
2022-12-02 14:19:11+00:00,Rosmayati4,"Petaling Jaya, Selangor",@Aidilzkflii @Celcom @paeirahmat yesss exactly 😤😤 my place has been offline for 3 weeks. this crazy heartache. when you call and say you want to fix it but there is no dust ughh stress. It's expensive to pay for months
2022-12-02 09:21:05+00:00,f_aghah,,"fuhhh I changed from celcom to digi because the celcom line here is easy but expensive. if the plan is digi, I always subscribe to increase the price, USE THE PUBLIC FON, JUST LEAVE IT"
2022-12-02 02:21:57+00:00,aliffhitey,Malaysia,@Celcom it's stupid people pay expensive expensive but line cam is illegal
2022-12-01 15:49:35+00:00,marcmohd_,Kuala Lumpur,"@fiihazmii Umobile celcom, maxis is expensive but coverage is good"
2022-12-01 14:10:17+00:00,miieerraaww,JHB,"Celcom can just go to Mamps. This Saturday I want to change the line! It's been loyal for years, I've been using it more and more every day, it's hurting my heart, it's better to switch to another plan. Better. Loyal that is useless"
2022-12-01 08:55:58+00:00,Soundtrepreneur,192.168.0.1,Actually the Cel-Gi Di-Com merger is also good because it finally has a superior advantage to Maxis... Digi has been powering near urban and certain areas while Celcom is in Borneo. A good time to actually migrate
2022-11-30 14:24:56+00:00,haneudye,"Kuching, Sarawak",@Celcom How many times have you made the mixture with the app report still no change....it's a waste of time like the dragon pole of the Megare......the house in front of the pole even the line is as low as this Malaysia is moving forward
2022-11-30 14:21:41+00:00,haneudye,"Kuching, Sarawak","@Celcom I live in the center of Kuching, the line is like shit aaaaa....I've been using Celcom for almost 5 years....the plan is expensive at the end of the month in the middle of the month, so I'm losing money, I have to pay 50 lines for 4g more, it's like babizz, what else? want to move 5g...Hmm eat people's money🙄🤦🏻‍♀️🤦🏻‍♀️"
2022-11-29 12:09:38+00:00,auroramida,,"hi @Celcom why is the line slow at the end of the month? but unlimited, it doesn't matter if the end goes to the beginning or hmmm. pay dearly"
2022-11-29 03:29:07+00:00,sennah_husna,Kuala lumpur,"I have already paid for the expensive celcom line, but there is no line, the KL area is the same 🙄 not the forest dock, varvi!"
2022-11-27 14:19:20+00:00,DiONDERASi,NorthBorneo Malaysia ,"Beribasi ako Kasih, it's Celcom's mistake, the line is not good, I'm paying the bill 😅"
2022-11-26 08:11:13+00:00,AnatiAmir,WayV,@Celcom why is the internet line so slow? How many times have you restarted it can't be used? Fix the problem please. Pay dearly.
2022-11-26 05:20:28+00:00,SharleenMarlisa,Malaysia,"@Celcom Helloo why is the line getting slower eh? It's getting annoying, fix it. Pay expensive but the line is very slow, what service do you provide?"
2022-11-25 15:12:14+00:00,Meowsophyy,,"Pay for expensive months but the line is lost like chipsmore with no compensation at all. Customer service is also bad, wait a long time.

@Celcom why are you even here? https://t.co/nwaAwfHBcF"
2022-11-21 14:28:05+00:00,Yainong16Yai,,"Haih celcom line, so when you want it to be good, it's fun, slow, slow mac. It's hard to learn like this😥😥😥"
2022-11-21 06:34:31+00:00,izntagram,"Kuala Lumpur, Malaysia","@farahnuradila Mom Luckily, I left Celcom a long time ago. I used to use Celcom, every day I had to hear customer service. Pay expensive, line slow. Fortunately, when you change Maxis, you can get unlimited data at the same price as Celcom's offer. It's really cool, it's Celcom."
2022-11-17 09:47:37+00:00,rosetamj,"Damansara, Selangor","@helpmeunifi my house area, celcom line is not good. Where do I report please."
2022-11-17 01:40:10+00:00,leeknowhaniee,,@Celcom hellooooo sorry for the long line? It's expensive to pay every month but then there's always no line. I want to do this job
2022-11-15 15:41:30+00:00,Seorangkembara,,"@Celcom I just bought a 6mbps package, it's more expensive than before but the line is still like a snail, it's good to change it"
2022-11-15 12:21:19+00:00,maejaaaa,,"Great celcom, pay dearly dearly. Crazy barai line!!!!"
2022-11-14 16:36:43+00:00,azranzaidill,Malaysia,Do you have a direct line @Celcom? Monthly payments are expensive
2022-11-13 15:04:27+00:00,bulladbest1,shah alam+klang+bigriver,@Celcom pays expensive lines like dogs!
2022-11-13 02:21:16+00:00,aseghaff_,,"It's been a week since @Celcom's line has been doing this, wow, it's expensive to use a line with no service!"
2022-11-12 10:27:07+00:00,amir_zck,,@Celcom there is no line even in the middle of damansara? Expensive bills like Jews. https://t.co/qeoGyeWoG9
2022-11-11 08:24:57+00:00,nasyatulsuraya,,It's STUPID that celcom pays so much but the line is like SHIT
2022-11-09 02:25:27+00:00,Bob15344219,,@mkini_bm why does celcom have no line.
2022-11-08 15:01:13+00:00,nrladlna,,the origin of the line is very thin eh? expensive to pay @celcom
2022-11-06 14:57:29+00:00,l0n3ly_women,,"@Celcom hi celcom, there is another technical problem at Jln KP 1/6. Yesterday there was a problem from 11.00 am - 7.11 pm. Today is the same. At 8.00 pm there is no line. I called twice to contact the busy technical team. Please, take action regarding this matter."
2022-11-02 15:37:24+00:00,Pubgoii,,"@Celcom hi celcom, i pay the bill every month expensive. Why has the line disappeared since yesterday? Pls dont joke. There are a lot of online jobs. Please fix the line. What a waste, the line is gone"
2022-11-02 12:11:55+00:00,faridshHamsudin,"Rembau, Malaysia","Celcom is a pig! pay the expensive bill, the internet line is short. Time time urgent this is how you do things."
2022-11-02 11:38:50+00:00,flowra2706,Nowhere,"@thefaizzainal If you want to compare celcom, maxis and umobile, even though it's slow so far I use maxis the thickest. Go camping and fight with other members for a hotspot because the others don't get coverage. Even in Putrajaya, you can feel the maxis difference with those two. It just feels expensive to use this maxis"
2022-11-02 04:12:43+00:00,nazirulmiey1,,"lately, the celcom line is so easy. What's more, if it's postpaid, it's already expensive, the line is slow. better subscribe to the prepaid package from the beginning. madly sorry to switch to postpaid because I was scammed by the star moon with my celcom brother that day. that's right"
2022-11-01 14:10:28+00:00,baldhaenton_,Tokyo,Can celcom not be serious about your line if you want it to be good? @Celcom 🙂
2022-11-01 14:04:37+00:00,yeolchanniee,stayville,"Jap, a lot of people stay on the phone after evening because of the dinner company, but not because of the area's celcom haremmm food is expensive too haha ​​total just now 22 people almost 500 💀 HAHAHAHA cheap sustenance boss and cheap up salary HAHAHA up salary I stay 🤪 x up me raklu pape ro 😚"
2022-10-31 14:04:33+00:00,jazz_hazley,"Petaling Jaya, Selangor",I want to buy a telco line. What's good about Celcom?
2022-10-30 12:58:21+00:00,ajikkawa,,@Celcom is it true that your line doesn't want to help? Pay expensive expensive but the line is like illegal.
2022-10-29 13:16:06+00:00,xyfkxx,⚠︎☠︎囧████████▒▒80% 🆗n't,"eh but celcom is good. yoodoo used to be under celcom. act celcom is big, you know its line coverage srs"
2022-10-29 11:09:16+00:00,AmirulAxiz,Kuala Besut - Setia Alam,Gonna switch celcom number to digi real soon. Sick of byr monthly postpaid is expensive but the line is bad
2022-10-29 10:56:16+00:00,Ifanp7,,"@xexeyaya Switch to xox yaya, it's a little expensive from umobile but worth it because he uses a celcom line"
2022-10-28 13:27:21+00:00,ajikkawa,,"@Celcom you have a problem with the cam line, it's easy to get tired, I pay a lot of money, it looks like this."
2022-10-28 04:43:15+00:00,baimchuibb,,"@pembunuhjiwa @Celcom Thank you bro, please explain. Anxious play is expensive, no matter what. The line is bad"
2022-10-27 16:06:25+00:00,wawafiahh,,"@Celcom, what a bummer, the line is gone at 12. pay dear buto"
2022-10-27 09:31:45+00:00,nsyazwanisb,,Good to change the CELCOM line to DIGI. CELCOM data kink is EXPENSIVE
2022-10-27 08:44:43+00:00,MuhammadMiruza,,"@Celcom line area Tanjung Malim area is it really a problem?? It's a shame that there are frequent problems, paying expensive service like pundek"
2022-10-27 06:17:54+00:00,Nblaqm,"Selangor, Malaysia","At home, there is no direct line, luckily I use wifi, so I can call using whats App. Even though I pay the Celcom bill, it's expensive, but I don't have a line, I can't use it. Already call when at home using whats app call"
2022-10-27 01:19:56+00:00,RainyDhiya,johor bahru,"@rabbaniahmad_ Because of celcom xde line. When the call is disconnected. Maybe because you use a cheap plan. Because the usage time of the plan is expensive, there is no problem with this."
2022-10-26 17:13:31+00:00,BubbaDdy_,,"@doublefeii It's good you remember. Don't be like me, more than 10 times I went up and down the Celcom center line and got cut off. From college age to college age. Same behavior. 😂🤣"
2022-10-26 14:46:25+00:00,_wanhady95,"KL | Kuching,Sarawak",It's a loss to pay expensive celcom. Line like buduv
